shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
112378m,112378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.210526,"(8, 2, 2, 12, 6.21053)",1,19,111237m 111238m 111278m 111378m 112237m 112238m 112337m 112338m 112347m 112348m 112357m 112377m 112388m 122378m 123378m 123478m 123578m 123778m 123788m
122245m,122245m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,112224m 112225m 122224m 122225m 122244m 122255m 122257m 222245m 222445m 222455m 222457m 222458m 222459m
122256m,122256m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.375000,"(8, 2, 2, 12, 6.375)",1,16,112225m 112226m 122225m 122226m 122235m 122236m 122255m 122266m 122268m 122356m 222256m 222356m 222556m 222566m 222568m 222569m
122267m,122267m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.000000,"(8, 2, 2, 12, 6)",1,17,112226m 112227m 122226m 122227m 122236m 122237m 122246m 122266m 122277m 122279m 122367m 222267m 222367m 222467m 222667m 222677m 222679m
122278m,122278m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.125000,"(8, 2, 2, 12, 6.125)",1,16,112227m 112228m 122227m 122228m 122237m 122238m 122257m 122277m 122288m 122378m 222278m 222378m 222478m 222578m 222778m 222788m
122356m,122356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.705882,"(8, 2, 2, 12, 6.70588)",1,17,112235m 112236m 112356m 122235m 122236m 122256m 122335m 122336m 122355m 122366m 122368m 123356m 123556m 123566m 123568m 123569m 222356m
122367m,122367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.400000,"(8, 2, 2, 12, 6.4)",1,20,112236m 112237m 112367m 122236m 122237m 122267m 122336m 122337m 122346m 122347m 122366m 122377m 122379m 123367m 123467m 123667m 123677m 123679m 222367m 223467m
122378m,122378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.200000,"(8, 2, 2, 12, 6.2)",1,20,112237m 112238m 112378m 122237m 122238m 122278m 122337m 122338m 122347m 122348m 122357m 122377m 122388m 123378m 123478m 123578m 123778m 123788m 222378m 223478m
123356m,123356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.842105,"(8, 2, 2, 12, 6.84211)",1,19,112335m 112336m 112356m 122335m 122336m 122356m 123335m 123336m 123355m 123358m 123359m 123366m 123368m 123556m 123566m 123568m 123569m 133356m 233356m
123357m,123357m33z,メンツ＋リャンカン,4m 6m,2,8,0,0,8,5.700000,"(8, 2, 0, 8, 5.7)",2,20,112335m 112337m 112357m 122335m 122337m 122357m 123335m 123337m 123355m 123358m 123359m 123377m 123378m 123379m 123557m 123577m 123578m 123579m 133357m 233357m
123367m,123367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.600000,"(8, 2, 2, 12, 6.6)",1,20,112336m 112337m 112367m 122336m 122337m 122367m 123336m 123337m 123346m 123347m 123366m 123377m 123379m 123467m 123667m 123677m 123679m 133367m 233367m 233467m
123378m,123378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,21,112337m 112338m 112378m 122337m 122338m 122378m 123337m 123338m 123347m 123348m 123357m 123358m 123377m 123388m 123478m 123578m 123778m 123788m 133378m 233378m 233478m
123467m,123467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,4,12,7.500000,"(8, 2, 4, 12, 7.5)",1,24,112346m 112347m 112367m 122346m 122347m 122367m 123346m 123347m 123367m 123446m 123447m 123466m 123469m 123477m 123479m 123667m 123677m 123679m 223467m 233467m 234467m 234667m 234677m 234679m
123468m,123468m33z,メンツ＋リャンカン,5m 7m,2,8,0,0,8,5.666667,"(8, 2, 0, 8, 5.66667)",0,24,112346m 112348m 112368m 122346m 122348m 122368m 123346m 123348m 123368m 123446m 123448m 123466m 123469m 123488m 123489m 123668m 123688m 123689m 223468m 233468m 234468m 234668m 234688m 234689m
123478m,123478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,4,12,7.120000,"(8, 2, 4, 12, 7.12)",1,25,112347m 112348m 112378m 122347m 122348m 122378m 123347m 123348m 123378m 123447m 123448m 123457m 123458m 123477m 123488m 123578m 123778m 123788m 134578m 223478m 233478m 234478m 234578m 234778m 234788m
123568m,123568m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,112356m 112368m 122356m 122368m 123356m 123358m 123368m 123556m 123558m 123566m 123569m 123588m 123589m 123668m 123688m 123689m
123569m,123569m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,112356m 122356m 123356m 123359m 123556m 123559m 123566m 123568m 123589m 123599m 123669m 123689m 123699m
123578m,123578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,7.222222,"(8, 2, 2, 12, 7.22222)",1,18,112357m 112378m 122357m 122378m 123357m 123358m 123378m 123457m 123458m 123478m 123557m 123558m 123577m 123588m 123778m 123788m 134578m 234578m
123579m,123579m33z,メンツ＋リャンカン,6m 8m,2,8,0,0,8,5.666667,"(8, 2, 0, 8, 5.66667)",0,18,112357m 112379m 122357m 122379m 123357m 123359m 123379m 123457m 123459m 123479m 123557m 123559m 123577m 123599m 123779m 123799m 134579m 234579m
123679m,123679m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.750000,"(8, 2, 2, 12, 6.75)",1,16,112367m 112379m 122367m 122379m 123367m 123379m 123467m 123469m 123479m 123667m 123669m 123677m 123699m 123779m 123799m 234679m
133334m,133334m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.153846,"(8, 2, 1, 12, 6.15385)",1,13,113333m 113334m 133336m 133337m 133338m 133339m 133344m 133346m 333344m 333346m 333347m 333348m 333349m
133335m,133335m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.428571,"(8, 2, 0, 8, 5.42857)",2,14,113333m 113335m 133336m 133337m 133338m 133339m 133355m 133356m 133357m 333355m 333356m 333357m 333358m 333359m
133356m,133356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.625000,"(8, 2, 2, 12, 6.625)",1,16,113335m 113336m 123335m 123336m 123356m 133335m 133336m 133355m 133366m 133368m 233356m 333356m 333556m 333566m 333568m 333569m
133367m,133367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.000000,"(8, 2, 2, 12, 6)",1,17,113336m 113337m 123336m 123337m 123367m 133336m 133337m 133346m 133366m 133377m 133379m 233367m 333367m 333467m 333667m 333677m 333679m
133378m,133378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.125000,"(8, 2, 2, 12, 6.125)",1,16,113337m 113338m 123337m 123338m 123378m 133337m 133338m 133357m 133377m 133388m 233378m 333378m 333478m 333578m 333778m 333788m
134444m,134444m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,1,12,6.461538,"(8, 2, 1, 12, 6.46154)",1,13,113444m 114444m 133444m 134446m 134447m 134448m 134449m 144446m 334444m 344446m 344447m 344448m 344449m
134568m,134568m33z,離れリャンカン,2m 7m,2,8,0,2,11,6.200000,"(8, 2, 2, 11, 6.2)",2,20,113456m 113458m 114568m 133456m 133458m 134456m 134556m 134566m 134569m 134588m 134589m 145668m 145688m 145689m 334568m 344568m 345568m 345668m 345688m 345689m
134578m,134578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.705882,"(8, 2, 2, 12, 6.70588)",1,17,113457m 113458m 123457m 123458m 123478m 123578m 133457m 133458m 134557m 134577m 134588m 234578m 334578m 344578m 345578m 345778m 345788m
134666m,134666m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,113666m 114666m 133666m 136666m 136667m 136668m 136669m 144666m 146666m 334666m 344666m 346666m 346667m 346668m 346669m
134678m,134678m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.588235,"(8, 2, 2, 12, 6.58824)",1,17,113678m 114678m 133678m 134789m 136678m 136778m 136788m 136789m 144678m 146678m 146789m 334678m 344678m 346678m 346778m 346788m 346789m
134777m,134777m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,113777m 114777m 133777m 136777m 137777m 137778m 137779m 144777m 146777m 334777m 344777m 346777m 347777m 347778m 347779m
134789m,134789m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.750000,"(8, 2, 2, 12, 6.75)",1,16,113789m 114789m 133789m 134678m 136789m 137789m 137889m 137899m 144789m 146789m 334789m 344789m 346789m 347789m 347889m 347899m
134888m,134888m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,113888m 114888m 133888m 136888m 137888m 138888m 138889m 144888m 146888m 334888m 344888m 346888m 347888m 348888m 348889m
134999m,134999m33z,メンツ＋ターツ＋不要牌,2m 5m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,113999m 114999m 133999m 136999m 137999m 138999m 139999m 144999m 146999m 334999m 344999m 346999m 347999m 348999m 349999m
135555m,135555m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.714286,"(8, 2, 0, 8, 5.71429)",2,14,113555m 115555m 133555m 135556m 135557m 135558m 135559m 155556m 155557m 335555m 355556m 355557m 355558m 355559m
135567m,135567m33z,メンツ＋リャンカン,2m 4m,2,8,0,1,11,6.000000,"(8, 2, 1, 11, 6)",2,19,113567m 115567m 133567m 135556m 135557m 135667m 135677m 135678m 135679m 155567m 155667m 155677m 155678m 335567m 355567m 355667m 355677m 355678m 355679m
135666m,135666m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.529412,"(8, 2, 0, 8, 5.52941)",2,17,113666m 115666m 133666m 135667m 136666m 136667m 136668m 136669m 155666m 156666m 156667m 335666m 355666m 356666m 356667m 356668m 356669m
135678m,135678m33z,メンツ＋リャンカン,2m 4m,2,8,0,1,11,6.320000,"(8, 2, 1, 11, 6.32)",2,25,113567m 113678m 115678m 133567m 133678m 135567m 135667m 135677m 135679m 135789m 136678m 136778m 136788m 136789m 155678m 156678m 156778m 156788m 156789m 335678m 355678m 356678m 356778m 356788m 356789m
135777m,135777m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.529412,"(8, 2, 0, 8, 5.52941)",0,17,113777m 115777m 133777m 135677m 136777m 137777m 137778m 137779m 155777m 156777m 157777m 335777m 355777m 356777m 357777m 357778m 357779m
135789m,135789m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.666667,"(8, 2, 0, 8, 5.66667)",0,18,113789m 115789m 133789m 135678m 135679m 136789m 137789m 137889m 137899m 155789m 156789m 157789m 335789m 355789m 356789m 357789m 357889m 357899m
135888m,135888m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.750000,"(8, 2, 0, 8, 5.75)",2,16,113888m 115888m 133888m 136888m 137888m 138888m 138889m 155888m 156888m 157888m 335888m 355888m 356888m 357888m 358888m 358889m
135999m,135999m33z,メンツ＋リャンカン,2m 4m,2,8,0,0,8,5.750000,"(8, 2, 0, 8, 5.75)",2,16,113999m 115999m 133999m 136999m 137999m 138999m 139999m 155999m 156999m 157999m 335999m 355999m 356999m 357999m 358999m 359999m
144445m,144445m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,1,12,6.181818,"(8, 2, 1, 12, 6.18182)",1,11,114444m 114445m 124444m 124445m 144455m 144457m 244445m 444455m 444457m 444458m 444459m
144467m,144467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.000000,"(8, 2, 2, 12, 6)",1,16,114446m 114447m 124446m 124447m 134446m 134447m 144446m 144466m 144477m 144479m 244467m 344467m 444467m 444667m 444677m 444679m
144478m,144478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.133333,"(8, 2, 2, 12, 6.13333)",1,15,114447m 114448m 124447m 124448m 134447m 134448m 144457m 144477m 144488m 244478m 344478m 444478m 444578m 444778m 444788m
145555m,145555m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,1,12,6.181818,"(8, 2, 1, 12, 6.18182)",1,11,114555m 115555m 124555m 125555m 144555m 155557m 245555m 445555m 455557m 455558m 455559m
145777m,145777m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,114777m 115777m 124777m 125777m 144777m 155777m 157777m 245777m 445777m 455777m 457777m 457778m 457779m
145789m,145789m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,114789m 115789m 124789m 125789m 144789m 155789m 157789m 245789m 445789m 455789m 457789m 457889m 457899m
145888m,145888m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,114888m 115888m 124888m 125888m 144888m 155888m 157888m 245888m 445888m 455888m 457888m 458888m 458889m
145999m,145999m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,114999m 115999m 124999m 125999m 144999m 155999m 157999m 245999m 445999m 455999m 457999m 458999m 459999m
155556m,155556m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,1,12,6.153846,"(8, 2, 1, 12, 6.15385)",1,13,115555m 115556m 125555m 125556m 135555m 135556m 155566m 155568m 255556m 355556m 555566m 555568m 555569m
155578m,155578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.133333,"(8, 2, 2, 12, 6.13333)",1,15,115557m 115558m 125557m 125558m 135557m 135558m 155557m 155577m 155588m 255578m 355578m 455578m 555578m 555778m 555788m
156666m,156666m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,1,12,6.153846,"(8, 2, 1, 12, 6.15385)",1,13,115666m 116666m 125666m 126666m 135666m 136666m 155666m 166668m 256666m 356666m 556666m 566668m 566669m
156888m,156888m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.400000,"(8, 2, 2, 12, 6.4)",1,15,115888m 116888m 125888m 126888m 135888m 136888m 155888m 166888m 168888m 256888m 356888m 556888m 566888m 568888m 568889m
156999m,156999m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.400000,"(8, 2, 2, 12, 6.4)",1,15,115999m 116999m 125999m 126999m 135999m 136999m 155999m 166999m 168999m 256999m 356999m 556999m 566999m 568999m 569999m
166667m,166667m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,1,12,5.714286,"(8, 2, 1, 12, 5.71429)",1,14,116666m 116667m 126666m 126667m 136666m 136667m 146666m 166677m 166679m 266667m 366667m 466667m 666677m 666679m
167777m,167777m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,1,12,5.714286,"(8, 2, 1, 12, 5.71429)",1,14,116777m 117777m 126777m 127777m 136777m 137777m 146777m 166777m 177779m 267777m 367777m 467777m 667777m 677779m
167999m,167999m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.000000,"(8, 2, 2, 12, 6)",1,16,116999m 117999m 126999m 127999m 136999m 137999m 146999m 166999m 177999m 179999m 267999m 367999m 467999m 667999m 677999m 679999m
177778m,177778m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,1,12,5.846154,"(8, 2, 1, 12, 5.84615)",1,13,117777m 117778m 127777m 127778m 137777m 137778m 157777m 177788m 277778m 377778m 477778m 577778m 777788m
178888m,178888m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,1,12,5.846154,"(8, 2, 1, 12, 5.84615)",1,13,117888m 118888m 127888m 128888m 137888m 138888m 157888m 177888m 278888m 378888m 478888m 578888m 778888m
222235m,222235m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,7.142857,"(8, 2, 1, 12, 7.14286)",1,14,222233m 222236m 222237m 222238m 222239m 222255m 222256m 222257m 222335m 222355m 222356m 222357m 222358m 222359m
222236m,222236m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.857143,"(8, 2, 1, 12, 6.85714)",1,14,222233m 222235m 222237m 222238m 222239m 222256m 222266m 222267m 222268m 222336m 222356m 222366m 222367m 222368m
222237m,222237m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.750000,"(8, 2, 1, 12, 6.75)",1,16,222233m 222235m 222236m 222238m 222239m 222257m 222267m 222277m 222278m 222279m 222337m 222357m 222367m 222377m 222378m 222379m
222238m,222238m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.133333,"(8, 2, 1, 12, 6.13333)",1,15,222233m 222235m 222236m 222237m 222239m 222268m 222278m 222288m 222289m 222338m 222358m 222368m 222378m 222388m 222389m
222239m,222239m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,5.846154,"(8, 2, 1, 12, 5.84615)",1,13,222233m 222235m 222236m 222237m 222238m 222279m 222289m 222299m 222339m 222359m 222379m 222389m 222399m
222245m,222245m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.571429,"(8, 2, 2, 12, 6.57143)",1,14,122224m 122225m 122245m 222244m 222247m 222248m 222249m 222255m 222257m 222445m 222455m 222457m 222458m 222459m
222246m,222246m33z,メンツ＋リャンカン,3m 5m,2,8,0,0,8,5.600000,"(8, 2, 0, 8, 5.6)",2,15,122224m 122226m 122246m 222244m 222247m 222248m 222249m 222266m 222267m 222268m 222446m 222466m 222467m 222468m 222469m
222256m,222256m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,7.076923,"(8, 2, 2, 12, 7.07692)",1,13,122225m 122226m 122256m 222235m 222236m 222255m 222266m 222268m 222356m 222556m 222566m 222568m 222569m
222267m,222267m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.933333,"(8, 2, 2, 12, 6.93333)",1,15,122226m 122227m 122267m 222236m 222237m 222246m 222247m 222266m 222277m 222279m 222367m 222467m 222667m 222677m 222679m
222278m,222278m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,122227m 122228m 122278m 222237m 222238m 222247m 222248m 222257m 222277m 222288m 222378m 222478m 222578m 222778m 222788m
222356m,222356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,7.000000,"(8, 2, 2, 12, 7)",1,18,122235m 122236m 122256m 122356m 222235m 222236m 222256m 222335m 222336m 222355m 222358m 222359m 222366m 222368m 222556m 222566m 222568m 222569m
222357m,222357m33z,メンツ＋リャンカン,4m 6m,2,8,0,0,8,6.000000,"(8, 2, 0, 8, 6)",2,19,122235m 122237m 122257m 122357m 222235m 222237m 222257m 222335m 222337m 222355m 222358m 222359m 222377m 222378m 222379m 222557m 222577m 222578m 222579m
222367m,222367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.736842,"(8, 2, 2, 12, 6.73684)",1,19,122236m 122237m 122267m 122367m 222236m 222237m 222267m 222336m 222337m 222346m 222347m 222366m 222377m 222379m 222467m 222667m 222677m 222679m 223467m
222378m,222378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.800000,"(8, 2, 2, 12, 6.8)",1,20,122237m 122238m 122278m 122378m 222237m 222238m 222278m 222337m 222338m 222347m 222348m 222357m 222358m 222377m 222388m 222478m 222578m 222778m 222788m 223478m
222457m,222457m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,7.058824,"(8, 2, 2, 12, 7.05882)",1,17,122245m 122257m 222245m 222247m 222257m 222445m 222447m 222455m 222458m 222459m 222477m 222478m 222479m 222557m 222577m 222578m 222579m
222458m,222458m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,122245m 222245m 222248m 222445m 222448m 222455m 222457m 222459m 222478m 222488m 222489m 222558m 222578m 222588m 222589m
222459m,222459m33z,メンツ＋ターツ＋不要牌,3m 6m,2,8,1,2,12,6.400000,"(8, 2, 2, 12, 6.4)",1,15,122245m 222245m 222249m 222445m 222449m 222455m 222457m 222458m 222479m 222489m 222499m 222559m 222579m 222589m 222599m
222467m,222467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,7.000000,"(8, 2, 2, 12, 7)",1,18,122246m 122267m 222246m 222247m 222267m 222346m 222347m 222367m 222446m 222447m 222466m 222469m 222477m 222479m 222667m 222677m 222679m 223467m
222468m,222468m33z,メンツ＋リャンカン,5m 7m,2,8,0,0,8,5.444444,"(8, 2, 0, 8, 5.44444)",0,18,122246m 122268m 222246m 222248m 222268m 222346m 222348m 222368m 222446m 222448m 222466m 222469m 222488m 222489m 222668m 222688m 222689m 223468m
222478m,222478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.941176,"(8, 2, 2, 12, 6.94118)",1,17,122278m 222247m 222248m 222278m 222347m 222348m 222378m 222447m 222448m 222457m 222458m 222477m 222488m 222578m 222778m 222788m 223478m
222568m,222568m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.500000,"(8, 2, 2, 12, 6.5)",1,16,122256m 122268m 222256m 222268m 222356m 222358m 222368m 222556m 222558m 222566m 222569m 222588m 222589m 222668m 222688m 222689m
222569m,222569m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.461538,"(8, 2, 2, 12, 6.46154)",1,13,122256m 222256m 222356m 222359m 222556m 222559m 222566m 222568m 222589m 222599m 222669m 222689m 222699m
222578m,222578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,7.250000,"(8, 2, 2, 12, 7.25)",1,16,122257m 122278m 222257m 222278m 222357m 222358m 222378m 222457m 222458m 222478m 222557m 222558m 222577m 222588m 222778m 222788m
222579m,222579m33z,メンツ＋リャンカン,6m 8m,2,8,0,0,8,5.750000,"(8, 2, 0, 8, 5.75)",2,16,122257m 122279m 222257m 222279m 222357m 222359m 222379m 222457m 222459m 222479m 222557m 222559m 222577m 222599m 222779m 222799m
222679m,222679m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,15,122267m 122279m 222267m 222279m 222367m 222379m 222467m 222469m 222479m 222667m 222669m 222677m 222699m 222779m 222799m
223467m,223467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,7.000000,"(8, 2, 2, 12, 7)",1,20,122346m 122347m 122367m 123467m 222346m 222347m 222367m 222467m 223346m 223347m 223446m 223447m 223466m 223477m 223479m 233467m 234467m 234667m 234677m 234679m
223478m,223478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.666667,"(8, 2, 2, 12, 6.66667)",1,21,122347m 122348m 122378m 123478m 222347m 222348m 222378m 222478m 223347m 223348m 223447m 223448m 223457m 223458m 223477m 223488m 233478m 234478m 234578m 234778m 234788m
233335m,233335m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.857143,"(8, 2, 1, 12, 6.85714)",1,14,223333m 223335m 233336m 233337m 233338m 233339m 233355m 233356m 233357m 333355m 333356m 333357m 333358m 333359m
233336m,233336m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.857143,"(8, 2, 1, 12, 6.85714)",1,14,223333m 223336m 233335m 233337m 233338m 233339m 233356m 233366m 233367m 233368m 333356m 333366m 333367m 333368m
233337m,233337m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.750000,"(8, 2, 1, 12, 6.75)",1,16,223333m 223337m 233335m 233336m 233338m 233339m 233357m 233367m 233377m 233378m 233379m 333357m 333367m 333377m 333378m 333379m
233338m,233338m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,6.133333,"(8, 2, 1, 12, 6.13333)",1,15,223333m 223338m 233335m 233336m 233337m 233339m 233368m 233378m 233388m 233389m 333358m 333368m 333378m 333388m 333389m
233339m,233339m33z,メンツ＋ターツ＋不要牌,1m 4m,2,8,1,1,12,5.846154,"(8, 2, 1, 12, 5.84615)",1,13,223333m 223339m 233335m 233336m 233337m 233338m 233379m 233389m 233399m 333359m 333379m 333389m 333399m
233356m,233356m33z,メンツ＋ターツ＋不要牌,4m 7m,2,8,1,2,12,6.875000,"(8, 2, 2, 12, 6.875)",1,16,123335m 123336m 123356m 133356m 223335m 223336m 233335m 233336m 233355m 233366m 233368m 333356m 333556m 333566m 333568m 333569m
233367m,233367m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,6.526316,"(8, 2, 2, 12, 6.52632)",1,19,123336m 123337m 123367m 133367m 223336m 223337m 233336m 233337m 233346m 233347m 233366m 233377m 233379m 233467m 333367m 333467m 333667m 333677m 333679m
233378m,233378m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.315789,"(8, 2, 2, 12, 6.31579)",1,19,123337m 123338m 123378m 133378m 223337m 223338m 233337m 233338m 233347m 233348m 233357m 233377m 233388m 233478m 333378m 333478m 333578m 333778m 333788m
233467m,233467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,2,12,7.200000,"(8, 2, 2, 12, 7.2)",1,20,123346m 123347m 123367m 123467m 223346m 223347m 223467m 233346m 233347m 233367m 233446m 233447m 233466m 233477m 233479m 234467m 234667m 234677m 234679m 333467m
233478m,233478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,3,12,7.363636,"(8, 2, 3, 12, 7.36364)",1,22,123347m 123348m 123378m 123478m 223347m 223348m 223478m 233347m 233348m 233378m 233447m 233448m 233457m 233458m 233477m 233488m 234478m 234578m 234778m 234788m 333478m 334578m
234467m,234467m33z,メンツ＋ターツ＋不要牌,5m 8m,2,8,1,3,12,7.300000,"(8, 2, 3, 12, 7.3)",1,20,123446m 123447m 123467m 223446m 223447m 223467m 233446m 233447m 233467m 234446m 234447m 234466m 234469m 234477m 234479m 234667m 234677m 234679m 244467m 344467m
234468m,234468m33z,メンツ＋リャンカン,5m 7m,2,8,0,1,11,5.900000,"(8, 2, 1, 11, 5.9)",2,20,123446m 123448m 123468m 223446m 223448m 223468m 233446m 233448m 233468m 234446m 234448m 234466m 234469m 234488m 234489m 234668m 234688m 234689m 244468m 344468m
234478m,234478m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,2,12,6.857143,"(8, 2, 2, 12, 6.85714)",1,21,123447m 123448m 123478m 223447m 223448m 223478m 233447m 233448m 233478m 234447m 234448m 234457m 234458m 234477m 234488m 234578m 234778m 234788m 244478m 344478m 344578m
234578m,234578m33z,メンツ＋ターツ＋不要牌,6m 9m,2,8,1,5,12,8.080000,"(8, 2, 5, 12, 8.08)",1,25,123457m 123458m 123478m 123578m 134578m 223457m 223458m 223478m 233457m 233458m 233478m 234457m 234458m 234478m 234557m 234558m 234577m 234588m 234778m 234788m 334578m 344578m 345578m 345778m 345788m
