shape,hand,shape_name,ukeire_tiles,ukeire_type_count,ukeire_count,fixed_ryanmen_count,improve_neighbor_count,max_neighbor_ukeire_count,avg_neighbor_ukeire_count,score,distance_to_final,neighbor_count,neighbors
123699m,123699m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,5.230769,"(4, 2, 4, 8, 5.23077)",1,13,112399m 122399m 123399m 123469m 123499m 123569m 123599m 123669m 123679m 123689m 123799m 123899m 234699m
133344m,133344m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,9,16,8.214286,"(4, 2, 9, 16, 8.21429)",1,14,113334m 123334m 123344m 133334m 133345m 133346m 133445m 233344m 333344m 333445m 333446m 333447m 333448m 333449m
133355m,133355m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,10,12,7.266667,"(4, 2, 10, 12, 7.26667)",1,15,113335m 123335m 123355m 133335m 133345m 133356m 133357m 133455m 233355m 333355m 333455m 333556m 333557m 333558m 333559m
133366m,133366m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.066667,"(4, 2, 6, 12, 6.06667)",1,15,113336m 123336m 123366m 133336m 133346m 133356m 133367m 133368m 233366m 333366m 333466m 333566m 333667m 333668m 333669m
133377m,133377m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,6,12,6.066667,"(4, 2, 6, 12, 6.06667)",1,15,113337m 123337m 123377m 133337m 133357m 133367m 133378m 133379m 233377m 333377m 333477m 333577m 333677m 333778m 333779m
133388m,133388m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.357143,"(4, 2, 4, 12, 5.35714)",1,14,113338m 123338m 123388m 133338m 133368m 133378m 133389m 233388m 333388m 333488m 333588m 333688m 333788m 333889m
133399m,133399m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.538462,"(4, 2, 2, 8, 4.53846)",1,13,113339m 123339m 123399m 133339m 133379m 133389m 233399m 333399m 333499m 333599m 333699m 333799m 333899m
134577m,134577m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,9,15,6.722222,"(4, 2, 9, 15, 6.72222)",1,18,113457m 123457m 123477m 123577m 133457m 134557m 134567m 134578m 134579m 135677m 145677m 234577m 334577m 344577m 345577m 345677m 345778m 345779m
134588m,134588m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,5.687500,"(4, 2, 6, 12, 5.6875)",1,16,113458m 123458m 123488m 123588m 133458m 134568m 134578m 134589m 145688m 234588m 334588m 344588m 345588m 345688m 345788m 345889m
134599m,134599m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,3,8,4.687500,"(4, 2, 3, 8, 4.6875)",1,16,113459m 123459m 123499m 123599m 133459m 134569m 134579m 134589m 145699m 234599m 334599m 344599m 345599m 345699m 345799m 345899m
144455m,144455m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,9,16,7.200000,"(4, 2, 9, 16, 7.2)",1,15,114445m 124445m 134445m 134455m 144445m 144456m 144457m 144556m 244455m 344455m 444455m 444556m 444557m 444558m 444559m
144466m,144466m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.000000,"(4, 2, 6, 12, 6)",1,15,114446m 124446m 134446m 144446m 144456m 144467m 144468m 144566m 244466m 344466m 444466m 444566m 444667m 444668m 444669m
144477m,144477m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,6,12,6.285714,"(4, 2, 6, 12, 6.28571)",1,14,114447m 124447m 134447m 144457m 144467m 144478m 144479m 244477m 344477m 444477m 444577m 444677m 444778m 444779m
144488m,144488m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.538462,"(4, 2, 4, 12, 5.53846)",1,13,114448m 124448m 134448m 144468m 144478m 144489m 244488m 344488m 444488m 444588m 444688m 444788m 444889m
144499m,144499m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,114449m 124449m 134449m 144479m 144489m 244499m 344499m 444499m 444599m 444699m 444799m 444899m
144555m,144555m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,8,16,7.142857,"(4, 2, 8, 16, 7.14286)",1,14,114555m 124555m 134455m 134555m 144556m 145555m 145556m 244555m 344555m 445555m 445556m 445557m 445558m 445559m
144567m,144567m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,13,15,7.380952,"(4, 2, 13, 15, 7.38095)",1,21,114456m 114567m 124456m 124567m 134456m 134567m 144556m 144566m 144678m 145567m 145667m 145677m 145678m 145679m 244567m 344567m 445567m 445667m 445677m 445678m 445679m
144666m,144666m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.307692,"(4, 2, 6, 12, 6.30769)",1,13,114666m 124666m 134666m 144566m 145666m 146666m 244666m 344666m 445666m 446666m 446667m 446668m 446669m
144678m,144678m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,7,15,6.800000,"(4, 2, 7, 15, 6.8)",1,15,114678m 124678m 134678m 144567m 144789m 145678m 146678m 146789m 244678m 344678m 445678m 446678m 446778m 446788m 446789m
144777m,144777m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.666667,"(4, 2, 6, 12, 6.66667)",1,12,114777m 124777m 134777m 145777m 146777m 244777m 344777m 445777m 446777m 447777m 447778m 447779m
144789m,144789m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.461538,"(4, 2, 6, 12, 6.46154)",1,13,114789m 124789m 134789m 144678m 145789m 146789m 244789m 344789m 445789m 446789m 447789m 447889m 447899m
144888m,144888m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.666667,"(4, 2, 6, 12, 6.66667)",1,12,114888m 124888m 134888m 145888m 146888m 244888m 344888m 445888m 446888m 447888m 448888m 448889m
144999m,144999m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.666667,"(4, 2, 6, 12, 6.66667)",1,12,114999m 124999m 134999m 145999m 146999m 244999m 344999m 445999m 446999m 447999m 448999m 449999m
145677m,145677m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,13,15,7.086957,"(4, 2, 13, 15, 7.08696)",1,23,114567m 115677m 124567m 125677m 134567m 134577m 135677m 144567m 145567m 145667m 145678m 145679m 155677m 156677m 156778m 156779m 245677m 345677m 445677m 455677m 456677m 456778m 456779m
145688m,145688m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,15,6.266667,"(4, 2, 6, 15, 6.26667)",1,15,114568m 124568m 134568m 134588m 145668m 145678m 145689m 156788m 245688m 345688m 445688m 455688m 456688m 456788m 456889m
145699m,145699m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.571429,"(4, 2, 2, 8, 4.57143)",1,14,114569m 124569m 134569m 134599m 145679m 145689m 156799m 245699m 345699m 445699m 455699m 456699m 456799m 456899m
155566m,155566m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,16,6.750000,"(4, 2, 8, 16, 6.75)",1,16,115556m 125556m 135556m 145556m 145566m 155556m 155567m 155568m 155667m 255566m 355566m 455566m 555566m 555667m 555668m 555669m
155577m,155577m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,6,12,6.000000,"(4, 2, 6, 12, 6)",1,15,115557m 125557m 135557m 155557m 155567m 155578m 155579m 155677m 255577m 355577m 455577m 555577m 555677m 555778m 555779m
155588m,155588m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.538462,"(4, 2, 4, 12, 5.53846)",1,13,115558m 125558m 135558m 155568m 155578m 155589m 255588m 355588m 455588m 555588m 555688m 555788m 555889m
155599m,155599m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,115559m 125559m 135559m 155579m 155589m 255599m 355599m 455599m 555599m 555699m 555799m 555899m
155666m,155666m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,9,16,7.200000,"(4, 2, 9, 16, 7.2)",1,15,115666m 125666m 135666m 145566m 145666m 155667m 156666m 156667m 255666m 355666m 455666m 556666m 556667m 556668m 556669m
155678m,155678m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,14,15,7.045455,"(4, 2, 14, 15, 7.04545)",1,22,115567m 115678m 125567m 125678m 135567m 135678m 145567m 145678m 155667m 155677m 155789m 156678m 156778m 156788m 156789m 255678m 355678m 455678m 556678m 556778m 556788m 556789m
155777m,155777m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.428571,"(4, 2, 7, 12, 6.42857)",1,14,115777m 125777m 135777m 145777m 155677m 156777m 157777m 255777m 355777m 455777m 556777m 557777m 557778m 557779m
155789m,155789m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.428571,"(4, 2, 7, 12, 6.42857)",1,14,115789m 125789m 135789m 145789m 155678m 156789m 157789m 255789m 355789m 455789m 556789m 557789m 557889m 557899m
155888m,155888m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.769231,"(4, 2, 7, 12, 6.76923)",1,13,115888m 125888m 135888m 145888m 156888m 157888m 255888m 355888m 455888m 556888m 557888m 558888m 558889m
155999m,155999m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.769231,"(4, 2, 7, 12, 6.76923)",1,13,115999m 125999m 135999m 145999m 156999m 157999m 255999m 355999m 455999m 556999m 557999m 558999m 559999m
156788m,156788m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,12,15,6.681818,"(4, 2, 12, 15, 6.68182)",1,22,115678m 116788m 125678m 126788m 135678m 136788m 145678m 145688m 155678m 156678m 156778m 156789m 166788m 167788m 167889m 256788m 356788m 456788m 556788m 566788m 567788m 567889m
156799m,156799m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,11,5.200000,"(4, 2, 4, 11, 5.2)",1,15,115679m 125679m 135679m 145679m 145699m 156779m 156789m 167899m 256799m 356799m 456799m 556799m 566799m 567799m 567899m
166677m,166677m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,8,16,6.750000,"(4, 2, 8, 16, 6.75)",1,16,116667m 126667m 136667m 156667m 156677m 166667m 166678m 166679m 166778m 266677m 366677m 466677m 566677m 666677m 666778m 666779m
166688m,166688m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.285714,"(4, 2, 4, 12, 5.28571)",1,14,116668m 126668m 136668m 166668m 166678m 166689m 166788m 266688m 366688m 466688m 566688m 666688m 666788m 666889m
166699m,166699m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.666667,"(4, 2, 2, 8, 4.66667)",1,12,116669m 126669m 136669m 166679m 166689m 266699m 366699m 466699m 566699m 666699m 666799m 666899m
166777m,166777m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,16,6.750000,"(4, 2, 8, 16, 6.75)",1,16,116777m 126777m 136777m 146777m 156677m 156777m 166778m 167777m 167778m 266777m 366777m 466777m 566777m 667777m 667778m 667779m
166789m,166789m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,9,11,5.500000,"(4, 2, 9, 11, 5.5)",1,22,116678m 116789m 126678m 126789m 136678m 136789m 146678m 146789m 156678m 156789m 166778m 166788m 167789m 167889m 167899m 266789m 366789m 466789m 566789m 667789m 667889m 667899m
166888m,166888m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.000000,"(4, 2, 6, 12, 6)",1,15,116888m 126888m 136888m 146888m 156888m 166788m 167888m 168888m 266888m 366888m 466888m 566888m 667888m 668888m 668889m
166999m,166999m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.285714,"(4, 2, 6, 12, 6.28571)",1,14,116999m 126999m 136999m 146999m 156999m 167999m 168999m 266999m 366999m 466999m 566999m 667999m 668999m 669999m
167899m,167899m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,7,11,5.238095,"(4, 2, 7, 11, 5.2381)",1,21,116789m 117899m 126789m 127899m 136789m 137899m 146789m 156789m 156799m 166789m 167789m 167889m 177899m 178899m 267899m 367899m 467899m 567899m 667899m 677899m 678899m
177788m,177788m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,6.133333,"(4, 2, 6, 12, 6.13333)",1,15,117778m 127778m 137778m 167778m 167788m 177778m 177789m 177889m 277788m 377788m 477788m 577788m 677788m 777788m 777889m
177799m,177799m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.461538,"(4, 2, 2, 8, 4.46154)",2,13,117779m 127779m 137779m 177779m 177789m 177899m 277799m 377799m 477799m 577799m 677799m 777799m 777899m
177888m,177888m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,8,16,6.750000,"(4, 2, 8, 16, 6.75)",1,16,117888m 127888m 137888m 157888m 167788m 167888m 177889m 178888m 178889m 277888m 377888m 477888m 577888m 677888m 778888m 778889m
177999m,177999m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,6,12,6.000000,"(4, 2, 6, 12, 6)",1,15,117999m 127999m 137999m 157999m 167999m 177899m 178999m 179999m 277999m 377999m 477999m 577999m 677999m 778999m 779999m
188899m,188899m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,2,8,4.461538,"(4, 2, 2, 8, 4.46154)",1,13,118889m 128889m 138889m 178889m 178899m 188889m 288899m 388899m 488899m 588899m 688899m 788899m 888899m
188999m,188999m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,4,12,5.285714,"(4, 2, 4, 12, 5.28571)",1,14,118999m 128999m 138999m 168999m 178899m 178999m 189999m 288999m 388999m 488999m 588999m 688999m 788999m 889999m
222255m,222255m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,7.000000,"(4, 2, 7, 12, 7)",1,12,122225m 122255m 222235m 222245m 222256m 222257m 222355m 222455m 222556m 222557m 222558m 222559m
222266m,222266m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,12,7.076923,"(4, 2, 8, 12, 7.07692)",1,13,122226m 122266m 222236m 222246m 222256m 222267m 222268m 222366m 222466m 222566m 222667m 222668m 222669m
222277m,222277m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,7,12,6.571429,"(4, 2, 7, 12, 6.57143)",1,14,122227m 122277m 222237m 222247m 222257m 222267m 222278m 222279m 222377m 222477m 222577m 222677m 222778m 222779m
222288m,222288m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,5,12,5.846154,"(4, 2, 5, 12, 5.84615)",1,13,122228m 122288m 222238m 222248m 222268m 222278m 222289m 222388m 222488m 222588m 222688m 222788m 222889m
222299m,222299m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,3,8,5.000000,"(4, 2, 3, 8, 5)",1,12,122229m 122299m 222239m 222249m 222279m 222289m 222399m 222499m 222599m 222699m 222799m 222899m
222336m,222336m33z,メンツ＋トイツ＋不要牌,3m 3z,2,4,0,10,16,7.250000,"(4, 2, 10, 16, 7.25)",1,16,122233m 122236m 122336m 222233m 222236m 222334m 222335m 222337m 222338m 222339m 222346m 222356m 222366m 222367m 222368m 223346m
222337m,222337m33z,メンツ＋トイツ＋不要牌,3m 3z,2,4,0,11,16,7.294118,"(4, 2, 11, 16, 7.29412)",1,17,122233m 122237m 122337m 222233m 222237m 222334m 222335m 222336m 222338m 222339m 222347m 222357m 222367m 222377m 222378m 222379m 223347m
222338m,222338m33z,メンツ＋トイツ＋不要牌,3m 3z,2,4,0,9,16,6.823529,"(4, 2, 9, 16, 6.82353)",1,17,122233m 122238m 122338m 222233m 222238m 222334m 222335m 222336m 222337m 222339m 222348m 222358m 222368m 222378m 222388m 222389m 223348m
222339m,222339m33z,メンツ＋トイツ＋不要牌,3m 3z,2,4,0,8,16,6.750000,"(4, 2, 8, 16, 6.75)",1,16,122233m 122239m 122339m 222233m 222239m 222334m 222335m 222336m 222337m 222338m 222349m 222359m 222379m 222389m 222399m 223349m
222366m,222366m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,8,12,6.375000,"(4, 2, 8, 12, 6.375)",1,16,122236m 122266m 122366m 222236m 222266m 222336m 222346m 222356m 222367m 222368m 222466m 222566m 222667m 222668m 222669m 223466m
222377m,222377m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,9,12,6.470588,"(4, 2, 9, 12, 6.47059)",1,17,122237m 122277m 122377m 222237m 222277m 222337m 222347m 222357m 222367m 222378m 222379m 222477m 222577m 222677m 222778m 222779m 223477m
222388m,222388m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,5.529412,"(4, 2, 6, 12, 5.52941)",1,17,122238m 122288m 122388m 222238m 222288m 222338m 222348m 222358m 222368m 222378m 222389m 222488m 222588m 222688m 222788m 222889m 223488m
222399m,222399m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,4.875000,"(4, 2, 4, 8, 4.875)",1,16,122239m 122299m 122399m 222239m 222299m 222339m 222349m 222359m 222379m 222389m 222499m 222599m 222699m 222799m 222899m 223499m
222447m,222447m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,8,12,6.533333,"(4, 2, 8, 12, 6.53333)",1,15,122244m 222244m 222247m 222344m 222347m 222445m 222446m 222448m 222449m 222457m 222467m 222477m 222478m 222479m 223447m
222448m,222448m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,8,12,6.533333,"(4, 2, 8, 12, 6.53333)",1,15,122244m 222244m 222248m 222344m 222348m 222445m 222446m 222447m 222449m 222458m 222468m 222478m 222488m 222489m 223448m
222449m,222449m33z,メンツ＋トイツ＋不要牌,4m 3z,2,4,0,6,12,6.000000,"(4, 2, 6, 12, 6)",1,15,122244m 222244m 222249m 222344m 222349m 222445m 222446m 222447m 222448m 222459m 222469m 222479m 222489m 222499m 223449m
222477m,222477m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,8,12,6.600000,"(4, 2, 8, 12, 6.6)",1,15,122277m 222247m 222277m 222347m 222377m 222447m 222457m 222467m 222478m 222479m 222577m 222677m 222778m 222779m 223477m
222488m,222488m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,7,12,6.066667,"(4, 2, 7, 12, 6.06667)",1,15,122288m 222248m 222288m 222348m 222388m 222448m 222458m 222468m 222478m 222489m 222588m 222688m 222788m 222889m 223488m
222499m,222499m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,5.000000,"(4, 2, 4, 8, 5)",1,15,122299m 222249m 222299m 222349m 222399m 222449m 222459m 222469m 222479m 222489m 222599m 222699m 222799m 222899m 223499m
222558m,222558m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.769231,"(4, 2, 7, 12, 6.76923)",1,13,122255m 222255m 222355m 222358m 222455m 222458m 222556m 222557m 222559m 222568m 222578m 222588m 222589m
222559m,222559m33z,メンツ＋トイツ＋不要牌,5m 3z,2,4,0,7,12,6.769231,"(4, 2, 7, 12, 6.76923)",1,13,122255m 222255m 222355m 222359m 222455m 222459m 222556m 222557m 222558m 222569m 222579m 222589m 222599m
222588m,222588m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,6.153846,"(4, 2, 6, 12, 6.15385)",1,13,122288m 222288m 222358m 222388m 222458m 222488m 222558m 222568m 222578m 222589m 222688m 222788m 222889m
222599m,222599m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,5,8,5.538462,"(4, 2, 5, 8, 5.53846)",1,13,122299m 222299m 222359m 222399m 222459m 222499m 222559m 222569m 222579m 222589m 222699m 222799m 222899m
222669m,222669m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,6,12,6.666667,"(4, 2, 6, 12, 6.66667)",1,12,122266m 222266m 222366m 222466m 222469m 222566m 222569m 222667m 222668m 222679m 222689m 222699m
222699m,222699m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,5.333333,"(4, 2, 4, 8, 5.33333)",1,12,122299m 222299m 222399m 222469m 222499m 222569m 222599m 222669m 222679m 222689m 222799m 222899m
223335m,223335m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,9,14,7.666667,"(4, 2, 9, 14, 7.66667)",1,15,122333m 122335m 123335m 223333m 223334m 223336m 223337m 223338m 223339m 223345m 233335m 233345m 233355m 233356m 233357m
223336m,223336m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,9,12,6.750000,"(4, 2, 9, 12, 6.75)",1,16,122333m 122336m 123336m 223333m 223334m 223335m 223337m 223338m 223339m 223346m 233336m 233346m 233356m 233366m 233367m 233368m
223337m,223337m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,8,12,6.352941,"(4, 2, 8, 12, 6.35294)",1,17,122333m 122337m 123337m 223333m 223334m 223335m 223336m 223338m 223339m 223347m 233337m 233347m 233357m 233367m 233377m 233378m 233379m
223338m,223338m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,7,12,6.250000,"(4, 2, 7, 12, 6.25)",1,16,122333m 122338m 123338m 223333m 223334m 223335m 223336m 223337m 223339m 223348m 233338m 233348m 233368m 233378m 233388m 233389m
223339m,223339m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,6,12,6.133333,"(4, 2, 6, 12, 6.13333)",1,15,122333m 122339m 123339m 223333m 223334m 223335m 223336m 223337m 223338m 223349m 233339m 233349m 233379m 233389m 233399m
223458m,223458m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,13,15,6.739130,"(4, 2, 13, 15, 6.73913)",1,23,122345m 122348m 123458m 223345m 223348m 223445m 223448m 223455m 223456m 223457m 223459m 223468m 223478m 223488m 223489m 224568m 233458m 234458m 234558m 234568m 234578m 234588m 234589m
223459m,223459m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,12,15,6.681818,"(4, 2, 12, 15, 6.68182)",1,22,122345m 122349m 123459m 223345m 223349m 223445m 223449m 223455m 223456m 223457m 223458m 223479m 223489m 223499m 224569m 233459m 234459m 234559m 234569m 234579m 234589m 234599m
223466m,223466m33z,メンツ＋トイツ＋不要牌,6m 3z,2,4,0,12,15,7.444444,"(4, 2, 12, 15, 7.44444)",1,18,122346m 122366m 123466m 222346m 222366m 222466m 223346m 223446m 223456m 223467m 223468m 224566m 233466m 234466m 234566m 234667m 234668m 234669m
223477m,223477m33z,メンツ＋トイツ＋不要牌,7m 3z,2,4,0,9,12,6.222222,"(4, 2, 9, 12, 6.22222)",1,18,122347m 122377m 123477m 222347m 222377m 222477m 223347m 223447m 223457m 223467m 223478m 223479m 233477m 234477m 234577m 234677m 234778m 234779m
223488m,223488m33z,メンツ＋トイツ＋不要牌,8m 3z,2,4,0,6,12,5.333333,"(4, 2, 6, 12, 5.33333)",1,18,122348m 122388m 123488m 222348m 222388m 222488m 223348m 223448m 223458m 223468m 223478m 223489m 233488m 234488m 234588m 234688m 234788m 234889m
223499m,223499m33z,メンツ＋トイツ＋不要牌,9m 3z,2,4,0,4,8,4.705882,"(4, 2, 4, 8, 4.70588)",1,17,122349m 122399m 123499m 222349m 222399m 222499m 223349m 223449m 223459m 223479m 223489m 233499m 234499m 234599m 234699m 234799m 234899m
224445m,224445m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,8,14,7.200000,"(4, 2, 8, 14, 7.2)",1,15,122444m 124445m 223444m 223445m 224444m 224446m 224447m 224448m 224449m 224456m 234445m 244445m 244455m 244456m 244457m
224446m,224446m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,9,12,6.812500,"(4, 2, 9, 12, 6.8125)",1,16,122444m 124446m 223444m 223446m 224444m 224445m 224447m 224448m 224449m 224456m 234446m 244446m 244456m 244466m 244467m 244468m
224447m,224447m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,6,12,5.625000,"(4, 2, 6, 12, 5.625)",1,16,122444m 124447m 223444m 223447m 224444m 224445m 224446m 224448m 224449m 234447m 244447m 244457m 244467m 244477m 244478m 244479m
224448m,224448m33z,メンツ＋トイツ＋不要牌,2m 3z,2,4,0,5,12,5.466667,"(4, 2, 5, 12, 5.46667)",1,15,122444m 124448m 223444m 223448m 224444m 224445m 224446m 224447m 224449m 234448m 244448m 244468m 244478m 244488m 244489m
