from,to,change,from_score,to_score,from_ukeire_count,to_ukeire_count,from_fixed_ryanmen_count,to_fixed_ryanmen_count
122244m,222344m,ツモ3m / 打1m,"(4, 2, 7, 12, 6.84615)","(12, 5, 0, 10, 5.66667)",4,12,0,1
122244m,222445m,ツモ5m / 打1m,"(4, 2, 7, 12, 6.84615)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122244m,222446m,ツモ6m / 打1m,"(4, 2, 7, 12, 6.84615)","(8, 3, 1, 12, 6.42857)",4,8,0,0
122245m,222445m,ツモ4m / 打1m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122245m,222455m,ツモ5m / 打1m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122246m,122234m,ツモ3m / 打6m,"(4, 1, 9, 10, 5.94444)","(10, 4, 1, 12, 5.36842)",4,10,0,1
122246m,222246m,ツモ2m / 打1m,"(4, 1, 9, 10, 5.94444)","(8, 2, 0, 8, 5.6)",4,8,0,0
122246m,222446m,ツモ4m / 打1m,"(4, 1, 9, 10, 5.94444)","(8, 3, 1, 12, 6.42857)",4,8,0,0
122246m,222466m,ツモ6m / 打1m,"(4, 1, 9, 10, 5.94444)","(8, 3, 1, 12, 6.21429)",4,8,0,0
122246m,222467m,ツモ7m / 打1m,"(4, 1, 9, 10, 5.94444)","(8, 2, 2, 12, 7)",4,8,0,1
122246m,222468m,ツモ8m / 打1m,"(4, 1, 9, 10, 5.94444)","(8, 2, 0, 8, 5.44444)",4,8,0,0
122255m,222355m,ツモ3m / 打1m,"(4, 2, 7, 12, 6.5)","(8, 3, 1, 12, 6.21429)",4,8,0,0
122255m,222455m,ツモ4m / 打1m,"(4, 2, 7, 12, 6.5)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122255m,222556m,ツモ6m / 打1m,"(4, 2, 7, 12, 6.5)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122255m,222557m,ツモ7m / 打1m,"(4, 2, 7, 12, 6.5)","(8, 3, 1, 12, 6.46154)",4,8,0,0
122256m,222556m,ツモ5m / 打1m,"(8, 2, 2, 12, 6.375)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122256m,222566m,ツモ6m / 打1m,"(8, 2, 2, 12, 6.375)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122257m,222357m,ツモ3m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 2, 0, 8, 6)",4,8,0,0
122257m,222457m,ツモ4m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 2, 2, 12, 7.05882)",4,8,0,1
122257m,222557m,ツモ5m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 3, 1, 12, 6.46154)",4,8,0,0
122257m,222577m,ツモ7m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 3, 1, 12, 6.46154)",4,8,0,0
122257m,222578m,ツモ8m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 2, 2, 12, 7.25)",4,8,0,1
122257m,222579m,ツモ9m / 打1m,"(4, 1, 9, 8, 5.78947)","(8, 2, 0, 8, 5.75)",4,8,0,0
122266m,222466m,ツモ4m / 打1m,"(4, 2, 6, 12, 6.06667)","(8, 3, 1, 12, 6.21429)",4,8,0,0
122266m,222566m,ツモ5m / 打1m,"(4, 2, 6, 12, 6.06667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122266m,222667m,ツモ7m / 打1m,"(4, 2, 6, 12, 6.06667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122266m,222668m,ツモ8m / 打1m,"(4, 2, 6, 12, 6.06667)","(8, 3, 1, 12, 5.84615)",4,8,0,0
122267m,222667m,ツモ6m / 打1m,"(8, 2, 2, 12, 6)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122267m,222677m,ツモ7m / 打1m,"(8, 2, 2, 12, 6)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122268m,222468m,ツモ4m / 打1m,"(4, 1, 5, 8, 4.94737)","(8, 2, 0, 8, 5.44444)",4,8,0,0
122268m,222568m,ツモ5m / 打1m,"(4, 1, 5, 8, 4.94737)","(8, 2, 2, 12, 6.5)",4,8,0,1
122268m,222668m,ツモ6m / 打1m,"(4, 1, 5, 8, 4.94737)","(8, 3, 1, 12, 5.84615)",4,8,0,0
122268m,222688m,ツモ8m / 打1m,"(4, 1, 5, 8, 4.94737)","(8, 3, 0, 8, 5.23077)",4,8,0,0
122277m,222577m,ツモ5m / 打1m,"(4, 2, 6, 12, 6.06667)","(8, 3, 1, 12, 6.46154)",4,8,0,0
122277m,222677m,ツモ6m / 打1m,"(4, 2, 6, 12, 6.06667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122277m,222778m,ツモ8m / 打1m,"(4, 2, 6, 12, 6.06667)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122277m,222779m,ツモ9m / 打1m,"(4, 2, 6, 12, 6.06667)","(8, 3, 1, 12, 5.84615)",4,8,0,0
122278m,222778m,ツモ7m / 打1m,"(8, 2, 2, 12, 6.125)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122278m,222788m,ツモ8m / 打1m,"(8, 2, 2, 12, 6.125)","(12, 4, 0, 12, 6.54545)",8,12,1,1
122279m,222579m,ツモ5m / 打1m,"(4, 1, 5, 8, 5)","(8, 2, 0, 8, 5.75)",4,8,0,0
122279m,222679m,ツモ6m / 打1m,"(4, 1, 5, 8, 5)","(8, 2, 2, 12, 6.66667)",4,8,0,1
122279m,222779m,ツモ7m / 打1m,"(4, 1, 5, 8, 5)","(8, 3, 1, 12, 5.84615)",4,8,0,0
122279m,222799m,ツモ9m / 打1m,"(4, 1, 5, 8, 5)","(8, 3, 0, 8, 4.92308)",4,8,0,0
122288m,222688m,ツモ6m / 打1m,"(4, 2, 4, 12, 5.35714)","(8, 3, 0, 8, 5.23077)",4,8,0,0
122288m,222788m,ツモ7m / 打1m,"(4, 2, 4, 12, 5.35714)","(12, 4, 0, 12, 6.54545)",4,12,0,1
122288m,222889m,ツモ9m / 打1m,"(4, 2, 4, 12, 5.35714)","(8, 3, 0, 8, 4.61538)",4,8,0,0
122289m,222889m,ツモ8m / 打1m,"(4, 1, 2, 8, 4.35294)","(8, 3, 0, 8, 4.61538)",4,8,0,0
122289m,222899m,ツモ9m / 打1m,"(4, 1, 2, 8, 4.35294)","(8, 3, 0, 8, 4.30769)",4,8,0,0
122299m,222799m,ツモ7m / 打1m,"(4, 2, 2, 8, 4.53846)","(8, 3, 0, 8, 4.92308)",4,8,0,0
122299m,222899m,ツモ8m / 打1m,"(4, 2, 2, 8, 4.53846)","(8, 3, 0, 8, 4.30769)",4,8,0,0
122335m,122233m,ツモ2m / 打5m,"(7, 2, 7, 12, 7)","(12, 5, 0, 8, 5.2)",7,12,1,1
122335m,122333m,ツモ3m / 打5m,"(7, 2, 7, 12, 7)","(12, 5, 0, 7, 4.93333)",7,12,1,1
122335m,123355m,ツモ5m / 打2m,"(7, 2, 7, 12, 7)","(8, 3, 1, 12, 5.93333)",7,8,1,0
122335m,123356m,ツモ6m / 打2m,"(7, 2, 7, 12, 7)","(8, 2, 2, 12, 6.84211)",7,8,1,1
122335m,123357m,ツモ7m / 打2m,"(7, 2, 7, 12, 7)","(8, 2, 0, 8, 5.7)",7,8,1,0
122336m,122233m,ツモ2m / 打6m,"(7, 2, 6, 12, 6.33333)","(12, 5, 0, 8, 5.2)",7,12,1,1
122336m,122333m,ツモ3m / 打6m,"(7, 2, 6, 12, 6.33333)","(12, 5, 0, 7, 4.93333)",7,12,1,1
122336m,123356m,ツモ5m / 打2m,"(7, 2, 6, 12, 6.33333)","(8, 2, 2, 12, 6.84211)",7,8,1,1
122336m,123367m,ツモ7m / 打2m,"(7, 2, 6, 12, 6.33333)","(8, 2, 2, 12, 6.6)",7,8,1,1
122337m,122233m,ツモ2m / 打7m,"(7, 2, 7, 12, 6.3)","(12, 5, 0, 8, 5.2)",7,12,1,1
122337m,122333m,ツモ3m / 打7m,"(7, 2, 7, 12, 6.3)","(12, 5, 0, 7, 4.93333)",7,12,1,1
122337m,123357m,ツモ5m / 打2m,"(7, 2, 7, 12, 6.3)","(8, 2, 0, 8, 5.7)",7,8,1,0
122337m,123367m,ツモ6m / 打2m,"(7, 2, 7, 12, 6.3)","(8, 2, 2, 12, 6.6)",7,8,1,1
122337m,123378m,ツモ8m / 打2m,"(7, 2, 7, 12, 6.3)","(8, 2, 2, 12, 6.66667)",7,8,1,1
122338m,122233m,ツモ2m / 打8m,"(7, 2, 4, 12, 5.78947)","(12, 5, 0, 8, 5.2)",7,12,1,1
122338m,122333m,ツモ3m / 打8m,"(7, 2, 4, 12, 5.78947)","(12, 5, 0, 7, 4.93333)",7,12,1,1
122338m,123378m,ツモ7m / 打2m,"(7, 2, 4, 12, 5.78947)","(8, 2, 2, 12, 6.66667)",7,8,1,1
122339m,122233m,ツモ2m / 打9m,"(7, 2, 2, 12, 5.52941)","(12, 5, 0, 8, 5.2)",7,12,1,1
122339m,122333m,ツモ3m / 打9m,"(7, 2, 2, 12, 5.52941)","(12, 5, 0, 7, 4.93333)",7,12,1,1
122344m,123446m,ツモ6m / 打2m,"(7, 3, 6, 12, 6.2)","(8, 3, 1, 11, 6.73684)",7,8,0,0
122344m,222344m,ツモ2m / 打1m,"(7, 3, 6, 12, 6.2)","(12, 5, 0, 10, 5.66667)",7,12,0,1
122344m,223445m,ツモ5m / 打1m,"(7, 3, 6, 12, 6.2)","(11, 4, 2, 14, 7.17647)",7,11,0,1
122346m,112346m,ツモ1m / 打2m,"(7, 2, 8, 10, 5.78261)","(8, 3, 1, 11, 6)",7,8,0,0
122346m,122234m,ツモ2m / 打6m,"(7, 2, 8, 10, 5.78261)","(10, 4, 1, 12, 5.36842)",7,10,0,1
122346m,123446m,ツモ4m / 打2m,"(7, 2, 8, 10, 5.78261)","(8, 3, 1, 11, 6.73684)",7,8,0,0
122346m,123466m,ツモ6m / 打2m,"(7, 2, 8, 10, 5.78261)","(8, 3, 2, 12, 6.63158)",7,8,0,0
122346m,123467m,ツモ7m / 打2m,"(7, 2, 8, 10, 5.78261)","(8, 2, 4, 12, 7.5)",7,8,0,1
122346m,123468m,ツモ8m / 打2m,"(7, 2, 8, 10, 5.78261)","(8, 2, 0, 8, 5.66667)",7,8,0,0
122347m,112234m,ツモ1m / 打7m,"(3, 1, 23, 11, 5.82143)","(7, 3, 5, 11, 5.4)",3,7,0,0
122347m,122234m,ツモ2m / 打7m,"(3, 1, 23, 11, 5.82143)","(10, 4, 1, 12, 5.36842)",3,10,0,1
122347m,122344m,ツモ4m / 打7m,"(3, 1, 23, 11, 5.82143)","(7, 3, 6, 12, 6.2)",3,7,0,0
122347m,122345m,ツモ5m / 打7m,"(3, 1, 23, 11, 5.82143)","(11, 4, 0, 11, 6.36842)",3,11,0,1
122347m,123467m,ツモ6m / 打2m,"(3, 1, 23, 11, 5.82143)","(8, 2, 4, 12, 7.5)",3,8,0,1
122347m,123477m,ツモ7m / 打2m,"(3, 1, 23, 11, 5.82143)","(4, 2, 12, 12, 6.65217)",3,4,0,0
122347m,123478m,ツモ8m / 打2m,"(3, 1, 23, 11, 5.82143)","(8, 2, 4, 12, 7.12)",3,8,0,1
122347m,123479m,ツモ9m / 打2m,"(3, 1, 23, 11, 5.82143)","(4, 1, 13, 8, 5.58621)",3,4,0,0
122348m,112234m,ツモ1m / 打8m,"(3, 1, 22, 11, 5.44444)","(7, 3, 5, 11, 5.4)",3,7,0,0
122348m,122234m,ツモ2m / 打8m,"(3, 1, 22, 11, 5.44444)","(10, 4, 1, 12, 5.36842)",3,10,0,1
122348m,122344m,ツモ4m / 打8m,"(3, 1, 22, 11, 5.44444)","(7, 3, 6, 12, 6.2)",3,7,0,0
122348m,122345m,ツモ5m / 打8m,"(3, 1, 22, 11, 5.44444)","(11, 4, 0, 11, 6.36842)",3,11,0,1
122348m,123468m,ツモ6m / 打2m,"(3, 1, 22, 11, 5.44444)","(8, 2, 0, 8, 5.66667)",3,8,0,0
122348m,123478m,ツモ7m / 打2m,"(3, 1, 22, 11, 5.44444)","(8, 2, 4, 12, 7.12)",3,8,0,1
122348m,123488m,ツモ8m / 打2m,"(3, 1, 22, 11, 5.44444)","(4, 2, 10, 12, 5.95652)",3,4,0,0
122348m,123489m,ツモ9m / 打2m,"(3, 1, 22, 11, 5.44444)","(4, 1, 9, 8, 5.03448)",3,4,0,0
122349m,112234m,ツモ1m / 打9m,"(3, 1, 20, 11, 4.92)","(7, 3, 5, 11, 5.4)",3,7,0,0
122349m,122234m,ツモ2m / 打9m,"(3, 1, 20, 11, 4.92)","(10, 4, 1, 12, 5.36842)",3,10,0,1
122349m,122344m,ツモ4m / 打9m,"(3, 1, 20, 11, 4.92)","(7, 3, 6, 12, 6.2)",3,7,0,0
122349m,122345m,ツモ5m / 打9m,"(3, 1, 20, 11, 4.92)","(11, 4, 0, 11, 6.36842)",3,11,0,1
122349m,122346m,ツモ6m / 打9m,"(3, 1, 20, 11, 4.92)","(7, 2, 8, 10, 5.78261)",3,7,0,0
122349m,123479m,ツモ7m / 打2m,"(3, 1, 20, 11, 4.92)","(4, 1, 13, 8, 5.58621)",3,4,0,0
122349m,123489m,ツモ8m / 打2m,"(3, 1, 20, 11, 4.92)","(4, 1, 9, 8, 5.03448)",3,4,0,0
122349m,123499m,ツモ9m / 打2m,"(3, 1, 20, 11, 4.92)","(4, 2, 6, 8, 4.91304)",3,4,0,0
122355m,123355m,ツモ3m / 打2m,"(4, 2, 10, 12, 6.8125)","(8, 3, 1, 12, 5.93333)",4,8,0,0
122355m,123455m,ツモ4m / 打2m,"(4, 2, 10, 12, 6.8125)","(11, 4, 0, 11, 6.63158)",4,11,0,1
122355m,123556m,ツモ6m / 打2m,"(4, 2, 10, 12, 6.8125)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122355m,123557m,ツモ7m / 打2m,"(4, 2, 10, 12, 6.8125)","(8, 3, 1, 11, 6.26667)",4,8,0,0
122355m,222355m,ツモ2m / 打1m,"(4, 2, 10, 12, 6.8125)","(8, 3, 1, 12, 6.21429)",4,8,0,0
122356m,123556m,ツモ5m / 打2m,"(8, 2, 2, 12, 6.70588)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122356m,123566m,ツモ6m / 打2m,"(8, 2, 2, 12, 6.70588)","(12, 4, 0, 12, 6.90909)",8,12,1,1
122357m,122345m,ツモ4m / 打7m,"(4, 1, 13, 11, 6.13636)","(11, 4, 0, 11, 6.36842)",4,11,0,1
122357m,123357m,ツモ3m / 打2m,"(4, 1, 13, 11, 6.13636)","(8, 2, 0, 8, 5.7)",4,8,0,0
122357m,123557m,ツモ5m / 打2m,"(4, 1, 13, 11, 6.13636)","(8, 3, 1, 11, 6.26667)",4,8,0,0
122357m,123577m,ツモ7m / 打2m,"(4, 1, 13, 11, 6.13636)","(8, 3, 1, 12, 6.33333)",4,8,0,0
122357m,123578m,ツモ8m / 打2m,"(4, 1, 13, 11, 6.13636)","(8, 2, 2, 12, 7.22222)",4,8,0,1
122357m,123579m,ツモ9m / 打2m,"(4, 1, 13, 11, 6.13636)","(8, 2, 0, 8, 5.66667)",4,8,0,0
122357m,222357m,ツモ2m / 打1m,"(4, 1, 13, 11, 6.13636)","(8, 2, 0, 8, 6)",4,8,0,0
122366m,122336m,ツモ3m / 打6m,"(4, 2, 8, 12, 6.11765)","(7, 2, 6, 12, 6.33333)",4,7,0,1
122366m,123466m,ツモ4m / 打2m,"(4, 2, 8, 12, 6.11765)","(8, 3, 2, 12, 6.63158)",4,8,0,0
122366m,123566m,ツモ5m / 打2m,"(4, 2, 8, 12, 6.11765)","(12, 4, 0, 12, 6.90909)",4,12,0,1
122366m,123667m,ツモ7m / 打2m,"(4, 2, 8, 12, 6.11765)","(12, 4, 0, 12, 7.33333)",4,12,0,1
122366m,123668m,ツモ8m / 打2m,"(4, 2, 8, 12, 6.11765)","(8, 3, 1, 12, 6)",4,8,0,0
122367m,123667m,ツモ6m / 打2m,"(8, 2, 2, 12, 6.4)","(12, 4, 0, 12, 7.33333)",8,12,1,1
122367m,123677m,ツモ7m / 打2m,"(8, 2, 2, 12, 6.4)","(12, 4, 0, 12, 7.33333)",8,12,1,1
122368m,122336m,ツモ3m / 打8m,"(4, 1, 8, 8, 5.09091)","(7, 2, 6, 12, 6.33333)",4,7,0,1
122368m,122356m,ツモ5m / 打8m,"(4, 1, 8, 8, 5.09091)","(8, 2, 2, 12, 6.70588)",4,8,0,1
122368m,123468m,ツモ4m / 打2m,"(4, 1, 8, 8, 5.09091)","(8, 2, 0, 8, 5.66667)",4,8,0,0
122368m,123668m,ツモ6m / 打2m,"(4, 1, 8, 8, 5.09091)","(8, 3, 1, 12, 6)",4,8,0,0
122368m,123688m,ツモ8m / 打2m,"(4, 1, 8, 8, 5.09091)","(8, 3, 0, 8, 5.42857)",4,8,0,0
122377m,122337m,ツモ3m / 打7m,"(4, 2, 7, 12, 5.77778)","(7, 2, 7, 12, 6.3)",4,7,0,1
122377m,123577m,ツモ5m / 打2m,"(4, 2, 7, 12, 5.77778)","(8, 3, 1, 12, 6.33333)",4,8,0,0
122377m,123677m,ツモ6m / 打2m,"(4, 2, 7, 12, 5.77778)","(12, 4, 0, 12, 7.33333)",4,12,0,1
122377m,123778m,ツモ8m / 打2m,"(4, 2, 7, 12, 5.77778)","(12, 4, 0, 12, 7.33333)",4,12,0,1
122377m,123779m,ツモ9m / 打2m,"(4, 2, 7, 12, 5.77778)","(8, 3, 1, 12, 6)",4,8,0,0
122378m,123778m,ツモ7m / 打2m,"(8, 2, 2, 12, 6.2)","(12, 4, 0, 12, 7.33333)",8,12,1,1
122378m,123788m,ツモ8m / 打2m,"(8, 2, 2, 12, 6.2)","(12, 4, 0, 12, 7)",8,12,1,1
122379m,122337m,ツモ3m / 打9m,"(4, 1, 7, 8, 4.90909)","(7, 2, 7, 12, 6.3)",4,7,0,1
122379m,123579m,ツモ5m / 打2m,"(4, 1, 7, 8, 4.90909)","(8, 2, 0, 8, 5.66667)",4,8,0,0
122379m,123679m,ツモ6m / 打2m,"(4, 1, 7, 8, 4.90909)","(8, 2, 2, 12, 6.75)",4,8,0,1
122379m,123779m,ツモ7m / 打2m,"(4, 1, 7, 8, 4.90909)","(8, 3, 1, 12, 6)",4,8,0,0
122379m,123799m,ツモ9m / 打2m,"(4, 1, 7, 8, 4.90909)","(8, 3, 0, 8, 5.14286)",4,8,0,0
122388m,122338m,ツモ3m / 打8m,"(4, 2, 5, 12, 5.17647)","(7, 2, 4, 12, 5.78947)",4,7,0,1
122388m,123688m,ツモ6m / 打2m,"(4, 2, 5, 12, 5.17647)","(8, 3, 0, 8, 5.42857)",4,8,0,0
122388m,123788m,ツモ7m / 打2m,"(4, 2, 5, 12, 5.17647)","(12, 4, 0, 12, 7)",4,12,0,1
122388m,123889m,ツモ9m / 打2m,"(4, 2, 5, 12, 5.17647)","(8, 3, 0, 8, 4.85714)",4,8,0,0
122389m,122338m,ツモ3m / 打9m,"(4, 1, 4, 8, 4.38095)","(7, 2, 4, 12, 5.78947)",4,7,0,1
122389m,123889m,ツモ8m / 打2m,"(4, 1, 4, 8, 4.38095)","(8, 3, 0, 8, 4.85714)",4,8,0,0
122389m,123899m,ツモ9m / 打2m,"(4, 1, 4, 8, 4.38095)","(8, 3, 0, 8, 4.57143)",4,8,0,0
122399m,122339m,ツモ3m / 打9m,"(4, 2, 3, 8, 4.5)","(7, 2, 2, 12, 5.52941)",4,7,0,1
122399m,123799m,ツモ7m / 打2m,"(4, 2, 3, 8, 4.5)","(8, 3, 0, 8, 5.14286)",4,8,0,0
122399m,123899m,ツモ8m / 打2m,"(4, 2, 3, 8, 4.5)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123334m,112334m,ツモ1m / 打3m,"(10, 4, 3, 12, 5.78947)","(11, 4, 0, 11, 5.82353)",10,11,1,1
123334m,233344m,ツモ4m / 打1m,"(10, 4, 3, 12, 5.78947)","(12, 5, 0, 11, 5.93333)",10,12,1,1
123335m,112333m,ツモ1m / 打5m,"(7, 3, 7, 12, 5.61905)","(8, 4, 2, 11, 4.61111)",7,8,0,0
123335m,122333m,ツモ2m / 打5m,"(7, 3, 7, 12, 5.61905)","(12, 5, 0, 7, 4.93333)",7,12,0,1
123335m,123355m,ツモ5m / 打3m,"(7, 3, 7, 12, 5.61905)","(8, 3, 1, 12, 5.93333)",7,8,0,0
123335m,123357m,ツモ7m / 打3m,"(7, 3, 7, 12, 5.61905)","(8, 2, 0, 8, 5.7)",7,8,0,0
123335m,233356m,ツモ6m / 打1m,"(7, 3, 7, 12, 5.61905)","(8, 2, 2, 12, 6.875)",7,8,0,1
123336m,112333m,ツモ1m / 打6m,"(3, 2, 22, 12, 5.92308)","(8, 4, 2, 11, 4.61111)",3,8,0,0
123336m,122333m,ツモ2m / 打6m,"(3, 2, 22, 12, 5.92308)","(12, 5, 0, 7, 4.93333)",3,12,0,1
123336m,123334m,ツモ4m / 打6m,"(3, 2, 22, 12, 5.92308)","(10, 4, 3, 12, 5.78947)",3,10,0,1
123336m,123367m,ツモ7m / 打3m,"(3, 2, 22, 12, 5.92308)","(8, 2, 2, 12, 6.6)",3,8,0,1
123336m,123368m,ツモ8m / 打3m,"(3, 2, 22, 12, 5.92308)","(4, 1, 9, 8, 5.21739)",3,4,0,0
123336m,233356m,ツモ5m / 打1m,"(3, 2, 22, 12, 5.92308)","(8, 2, 2, 12, 6.875)",3,8,0,1
123336m,233366m,ツモ6m / 打1m,"(3, 2, 22, 12, 5.92308)","(4, 2, 8, 12, 6.375)",3,4,0,0
123337m,112333m,ツモ1m / 打7m,"(3, 2, 23, 12, 5.78571)","(8, 4, 2, 11, 4.61111)",3,8,0,0
123337m,122333m,ツモ2m / 打7m,"(3, 2, 23, 12, 5.78571)","(12, 5, 0, 7, 4.93333)",3,12,0,1
123337m,123334m,ツモ4m / 打7m,"(3, 2, 23, 12, 5.78571)","(10, 4, 3, 12, 5.78947)",3,10,0,1
123337m,123357m,ツモ5m / 打3m,"(3, 2, 23, 12, 5.78571)","(8, 2, 0, 8, 5.7)",3,8,0,0
123337m,123367m,ツモ6m / 打3m,"(3, 2, 23, 12, 5.78571)","(8, 2, 2, 12, 6.6)",3,8,0,1
123337m,123377m,ツモ7m / 打3m,"(3, 2, 23, 12, 5.78571)","(4, 2, 9, 12, 6.22222)",3,4,0,0
123337m,123378m,ツモ8m / 打3m,"(3, 2, 23, 12, 5.78571)","(8, 2, 2, 12, 6.66667)",3,8,0,1
123337m,123379m,ツモ9m / 打3m,"(3, 2, 23, 12, 5.78571)","(4, 1, 10, 8, 5.3913)",3,4,0,0
123338m,112333m,ツモ1m / 打8m,"(3, 2, 21, 12, 5.30769)","(8, 4, 2, 11, 4.61111)",3,8,0,0
123338m,122333m,ツモ2m / 打8m,"(3, 2, 21, 12, 5.30769)","(12, 5, 0, 7, 4.93333)",3,12,0,1
123338m,123334m,ツモ4m / 打8m,"(3, 2, 21, 12, 5.30769)","(10, 4, 3, 12, 5.78947)",3,10,0,1
123338m,123335m,ツモ5m / 打8m,"(3, 2, 21, 12, 5.30769)","(7, 3, 7, 12, 5.61905)",3,7,0,0
123338m,123368m,ツモ6m / 打3m,"(3, 2, 21, 12, 5.30769)","(4, 1, 9, 8, 5.21739)",3,4,0,0
123338m,123378m,ツモ7m / 打3m,"(3, 2, 21, 12, 5.30769)","(8, 2, 2, 12, 6.66667)",3,8,0,1
123338m,123388m,ツモ8m / 打3m,"(3, 2, 21, 12, 5.30769)","(4, 2, 6, 12, 5.33333)",3,4,0,0
123338m,123389m,ツモ9m / 打3m,"(3, 2, 21, 12, 5.30769)","(4, 1, 6, 8, 4.69565)",3,4,0,0
123339m,112333m,ツモ1m / 打9m,"(3, 2, 18, 12, 4.95652)","(8, 4, 2, 11, 4.61111)",3,8,0,0
123339m,122333m,ツモ2m / 打9m,"(3, 2, 18, 12, 4.95652)","(12, 5, 0, 7, 4.93333)",3,12,0,1
123339m,123334m,ツモ4m / 打9m,"(3, 2, 18, 12, 4.95652)","(10, 4, 3, 12, 5.78947)",3,10,0,1
123339m,123335m,ツモ5m / 打9m,"(3, 2, 18, 12, 4.95652)","(7, 3, 7, 12, 5.61905)",3,7,0,0
123339m,123379m,ツモ7m / 打3m,"(3, 2, 18, 12, 4.95652)","(4, 1, 10, 8, 5.3913)",3,4,0,0
123339m,123389m,ツモ8m / 打3m,"(3, 2, 18, 12, 4.95652)","(4, 1, 6, 8, 4.69565)",3,4,0,0
123339m,123399m,ツモ9m / 打3m,"(3, 2, 18, 12, 4.95652)","(4, 2, 4, 8, 4.70588)",3,4,0,0
123344m,233344m,ツモ3m / 打1m,"(11, 4, 1, 12, 7)","(12, 5, 0, 11, 5.93333)",11,12,1,1
123346m,112334m,ツモ1m / 打6m,"(7, 2, 10, 11, 6.65217)","(11, 4, 0, 11, 5.82353)",7,11,1,1
123346m,123334m,ツモ3m / 打6m,"(7, 2, 10, 11, 6.65217)","(10, 4, 3, 12, 5.78947)",7,10,1,1
123346m,123344m,ツモ4m / 打6m,"(7, 2, 10, 11, 6.65217)","(11, 4, 1, 12, 7)",7,11,1,1
123346m,123466m,ツモ6m / 打3m,"(7, 2, 10, 11, 6.65217)","(8, 3, 2, 12, 6.63158)",7,8,1,0
123346m,123467m,ツモ7m / 打3m,"(7, 2, 10, 11, 6.65217)","(8, 2, 4, 12, 7.5)",7,8,1,1
123346m,123468m,ツモ8m / 打3m,"(7, 2, 10, 11, 6.65217)","(8, 2, 0, 8, 5.66667)",7,8,1,0
123347m,112334m,ツモ1m / 打7m,"(7, 2, 9, 11, 6.20833)","(11, 4, 0, 11, 5.82353)",7,11,1,1
123347m,123334m,ツモ3m / 打7m,"(7, 2, 9, 11, 6.20833)","(10, 4, 3, 12, 5.78947)",7,10,1,1
123347m,123344m,ツモ4m / 打7m,"(7, 2, 9, 11, 6.20833)","(11, 4, 1, 12, 7)",7,11,1,1
123347m,123467m,ツモ6m / 打3m,"(7, 2, 9, 11, 6.20833)","(8, 2, 4, 12, 7.5)",7,8,1,1
123347m,123478m,ツモ8m / 打3m,"(7, 2, 9, 11, 6.20833)","(8, 2, 4, 12, 7.12)",7,8,1,1
123348m,112334m,ツモ1m / 打8m,"(7, 2, 7, 11, 5.875)","(11, 4, 0, 11, 5.82353)",7,11,1,1
123348m,123334m,ツモ3m / 打8m,"(7, 2, 7, 11, 5.875)","(10, 4, 3, 12, 5.78947)",7,10,1,1
123348m,123344m,ツモ4m / 打8m,"(7, 2, 7, 11, 5.875)","(11, 4, 1, 12, 7)",7,11,1,1
123348m,123468m,ツモ6m / 打3m,"(7, 2, 7, 11, 5.875)","(8, 2, 0, 8, 5.66667)",7,8,1,0
123348m,123478m,ツモ7m / 打3m,"(7, 2, 7, 11, 5.875)","(8, 2, 4, 12, 7.12)",7,8,1,1
123349m,112334m,ツモ1m / 打9m,"(7, 2, 3, 11, 5.31818)","(11, 4, 0, 11, 5.82353)",7,11,1,1
123349m,123334m,ツモ3m / 打9m,"(7, 2, 3, 11, 5.31818)","(10, 4, 3, 12, 5.78947)",7,10,1,1
123349m,123344m,ツモ4m / 打9m,"(7, 2, 3, 11, 5.31818)","(11, 4, 1, 12, 7)",7,11,1,1
123355m,123556m,ツモ6m / 打3m,"(8, 3, 1, 12, 5.93333)","(12, 4, 0, 12, 6.90909)",8,12,0,1
123356m,123556m,ツモ5m / 打3m,"(8, 2, 2, 12, 6.84211)","(12, 4, 0, 12, 6.90909)",8,12,1,1
123356m,123566m,ツモ6m / 打3m,"(8, 2, 2, 12, 6.84211)","(12, 4, 0, 12, 6.90909)",8,12,1,1
