from,to,change,from_score,to_score,from_ukeire_count,to_ukeire_count,from_fixed_ryanmen_count,to_fixed_ryanmen_count
123357m,123578m,ツモ8m / 打3m,"(8, 2, 0, 8, 5.7)","(8, 2, 2, 12, 7.22222)",8,8,0,1
123358m,112335m,ツモ1m / 打8m,"(4, 1, 10, 8, 5.78947)","(7, 2, 7, 12, 5.88889)",4,7,0,0
123358m,122335m,ツモ2m / 打8m,"(4, 1, 10, 8, 5.78947)","(7, 2, 7, 12, 7)",4,7,0,1
123358m,123335m,ツモ3m / 打8m,"(4, 1, 10, 8, 5.78947)","(7, 3, 7, 12, 5.61905)",4,7,0,0
123358m,123355m,ツモ5m / 打8m,"(4, 1, 10, 8, 5.78947)","(8, 3, 1, 12, 5.93333)",4,8,0,0
123358m,123356m,ツモ6m / 打8m,"(4, 1, 10, 8, 5.78947)","(8, 2, 2, 12, 6.84211)",4,8,0,1
123358m,123578m,ツモ7m / 打3m,"(4, 1, 10, 8, 5.78947)","(8, 2, 2, 12, 7.22222)",4,8,0,1
123359m,112335m,ツモ1m / 打9m,"(4, 1, 9, 8, 5.66667)","(7, 2, 7, 12, 5.88889)",4,7,0,0
123359m,122335m,ツモ2m / 打9m,"(4, 1, 9, 8, 5.66667)","(7, 2, 7, 12, 7)",4,7,0,1
123359m,123335m,ツモ3m / 打9m,"(4, 1, 9, 8, 5.66667)","(7, 3, 7, 12, 5.61905)",4,7,0,0
123359m,123355m,ツモ5m / 打9m,"(4, 1, 9, 8, 5.66667)","(8, 3, 1, 12, 5.93333)",4,8,0,0
123359m,123356m,ツモ6m / 打9m,"(4, 1, 9, 8, 5.66667)","(8, 2, 2, 12, 6.84211)",4,8,0,1
123359m,123357m,ツモ7m / 打9m,"(4, 1, 9, 8, 5.66667)","(8, 2, 0, 8, 5.7)",4,8,0,0
123366m,122336m,ツモ2m / 打6m,"(4, 2, 8, 12, 6.11765)","(7, 2, 6, 12, 6.33333)",4,7,0,1
123366m,123466m,ツモ4m / 打3m,"(4, 2, 8, 12, 6.11765)","(8, 3, 2, 12, 6.63158)",4,8,0,0
123366m,123566m,ツモ5m / 打3m,"(4, 2, 8, 12, 6.11765)","(12, 4, 0, 12, 6.90909)",4,12,0,1
123366m,123667m,ツモ7m / 打3m,"(4, 2, 8, 12, 6.11765)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123366m,123668m,ツモ8m / 打3m,"(4, 2, 8, 12, 6.11765)","(8, 3, 1, 12, 6)",4,8,0,0
123367m,123667m,ツモ6m / 打3m,"(8, 2, 2, 12, 6.6)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123367m,123677m,ツモ7m / 打3m,"(8, 2, 2, 12, 6.6)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123368m,122336m,ツモ2m / 打8m,"(4, 1, 9, 8, 5.21739)","(7, 2, 6, 12, 6.33333)",4,7,0,1
123368m,123356m,ツモ5m / 打8m,"(4, 1, 9, 8, 5.21739)","(8, 2, 2, 12, 6.84211)",4,8,0,1
123368m,123468m,ツモ4m / 打3m,"(4, 1, 9, 8, 5.21739)","(8, 2, 0, 8, 5.66667)",4,8,0,0
123368m,123668m,ツモ6m / 打3m,"(4, 1, 9, 8, 5.21739)","(8, 3, 1, 12, 6)",4,8,0,0
123368m,123688m,ツモ8m / 打3m,"(4, 1, 9, 8, 5.21739)","(8, 3, 0, 8, 5.42857)",4,8,0,0
123377m,122337m,ツモ2m / 打7m,"(4, 2, 9, 12, 6.22222)","(7, 2, 7, 12, 6.3)",4,7,0,1
123377m,123347m,ツモ4m / 打7m,"(4, 2, 9, 12, 6.22222)","(7, 2, 9, 11, 6.20833)",4,7,0,1
123377m,123577m,ツモ5m / 打3m,"(4, 2, 9, 12, 6.22222)","(8, 3, 1, 12, 6.33333)",4,8,0,0
123377m,123677m,ツモ6m / 打3m,"(4, 2, 9, 12, 6.22222)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123377m,123778m,ツモ8m / 打3m,"(4, 2, 9, 12, 6.22222)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123377m,123779m,ツモ9m / 打3m,"(4, 2, 9, 12, 6.22222)","(8, 3, 1, 12, 6)",4,8,0,0
123378m,123778m,ツモ7m / 打3m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123378m,123788m,ツモ8m / 打3m,"(8, 2, 2, 12, 6.66667)","(12, 4, 0, 12, 7)",8,12,1,1
123379m,122337m,ツモ2m / 打9m,"(4, 1, 10, 8, 5.3913)","(7, 2, 7, 12, 6.3)",4,7,0,1
123379m,123347m,ツモ4m / 打9m,"(4, 1, 10, 8, 5.3913)","(7, 2, 9, 11, 6.20833)",4,7,0,1
123379m,123357m,ツモ5m / 打9m,"(4, 1, 10, 8, 5.3913)","(8, 2, 0, 8, 5.7)",4,8,0,0
123379m,123679m,ツモ6m / 打3m,"(4, 1, 10, 8, 5.3913)","(8, 2, 2, 12, 6.75)",4,8,0,1
123379m,123779m,ツモ7m / 打3m,"(4, 1, 10, 8, 5.3913)","(8, 3, 1, 12, 6)",4,8,0,0
123379m,123799m,ツモ9m / 打3m,"(4, 1, 10, 8, 5.3913)","(8, 3, 0, 8, 5.14286)",4,8,0,0
123388m,122338m,ツモ2m / 打8m,"(4, 2, 6, 12, 5.33333)","(7, 2, 4, 12, 5.78947)",4,7,0,1
123388m,123348m,ツモ4m / 打8m,"(4, 2, 6, 12, 5.33333)","(7, 2, 7, 11, 5.875)",4,7,0,1
123388m,123688m,ツモ6m / 打3m,"(4, 2, 6, 12, 5.33333)","(8, 3, 0, 8, 5.42857)",4,8,0,0
123388m,123788m,ツモ7m / 打3m,"(4, 2, 6, 12, 5.33333)","(12, 4, 0, 12, 7)",4,12,0,1
123388m,123889m,ツモ9m / 打3m,"(4, 2, 6, 12, 5.33333)","(8, 3, 0, 8, 4.85714)",4,8,0,0
123389m,122338m,ツモ2m / 打9m,"(4, 1, 6, 8, 4.69565)","(7, 2, 4, 12, 5.78947)",4,7,0,1
123389m,123348m,ツモ4m / 打9m,"(4, 1, 6, 8, 4.69565)","(7, 2, 7, 11, 5.875)",4,7,0,1
123389m,123889m,ツモ8m / 打3m,"(4, 1, 6, 8, 4.69565)","(8, 3, 0, 8, 4.85714)",4,8,0,0
123389m,123899m,ツモ9m / 打3m,"(4, 1, 6, 8, 4.69565)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123399m,122339m,ツモ2m / 打9m,"(4, 2, 4, 8, 4.70588)","(7, 2, 2, 12, 5.52941)",4,7,0,1
123399m,123349m,ツモ4m / 打9m,"(4, 2, 4, 8, 4.70588)","(7, 2, 3, 11, 5.31818)",4,7,0,1
123399m,123799m,ツモ7m / 打3m,"(4, 2, 4, 8, 4.70588)","(8, 3, 0, 8, 5.14286)",4,8,0,0
123399m,123899m,ツモ8m / 打3m,"(4, 2, 4, 8, 4.70588)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123446m,123344m,ツモ3m / 打6m,"(8, 3, 1, 11, 6.73684)","(11, 4, 1, 12, 7)",8,11,0,1
123446m,123467m,ツモ7m / 打4m,"(8, 3, 1, 11, 6.73684)","(8, 2, 4, 12, 7.5)",8,8,0,1
123447m,112344m,ツモ1m / 打7m,"(4, 2, 13, 11, 6.22727)","(6, 3, 8, 11, 6.8)",4,6,0,0
123447m,122344m,ツモ2m / 打7m,"(4, 2, 13, 11, 6.22727)","(7, 3, 6, 12, 6.2)",4,7,0,0
123447m,123344m,ツモ3m / 打7m,"(4, 2, 13, 11, 6.22727)","(11, 4, 1, 12, 7)",4,11,0,1
123447m,123445m,ツモ5m / 打7m,"(4, 2, 13, 11, 6.22727)","(11, 4, 0, 11, 7.38889)",4,11,0,1
123447m,123467m,ツモ6m / 打4m,"(4, 2, 13, 11, 6.22727)","(8, 2, 4, 12, 7.5)",4,8,0,1
123447m,123478m,ツモ8m / 打4m,"(4, 2, 13, 11, 6.22727)","(8, 2, 4, 12, 7.12)",4,8,0,1
123448m,112344m,ツモ1m / 打8m,"(4, 2, 13, 11, 6.22727)","(6, 3, 8, 11, 6.8)",4,6,0,0
123448m,122344m,ツモ2m / 打8m,"(4, 2, 13, 11, 6.22727)","(7, 3, 6, 12, 6.2)",4,7,0,0
123448m,123344m,ツモ3m / 打8m,"(4, 2, 13, 11, 6.22727)","(11, 4, 1, 12, 7)",4,11,0,1
123448m,123445m,ツモ5m / 打8m,"(4, 2, 13, 11, 6.22727)","(11, 4, 0, 11, 7.38889)",4,11,0,1
123448m,123446m,ツモ6m / 打8m,"(4, 2, 13, 11, 6.22727)","(8, 3, 1, 11, 6.73684)",4,8,0,0
123448m,123478m,ツモ7m / 打4m,"(4, 2, 13, 11, 6.22727)","(8, 2, 4, 12, 7.12)",4,8,0,1
123449m,112344m,ツモ1m / 打9m,"(4, 2, 9, 11, 5.5)","(6, 3, 8, 11, 6.8)",4,6,0,0
123449m,122344m,ツモ2m / 打9m,"(4, 2, 9, 11, 5.5)","(7, 3, 6, 12, 6.2)",4,7,0,0
123449m,123344m,ツモ3m / 打9m,"(4, 2, 9, 11, 5.5)","(11, 4, 1, 12, 7)",4,11,0,1
123449m,123445m,ツモ5m / 打9m,"(4, 2, 9, 11, 5.5)","(11, 4, 0, 11, 7.38889)",4,11,0,1
123449m,123446m,ツモ6m / 打9m,"(4, 2, 9, 11, 5.5)","(8, 3, 1, 11, 6.73684)",4,8,0,0
123457m,112345m,ツモ1m / 打7m,"(7, 2, 15, 11, 6.75862)","(11, 4, 0, 11, 5.78947)",7,11,1,1
123457m,122345m,ツモ2m / 打7m,"(7, 2, 15, 11, 6.75862)","(11, 4, 0, 11, 6.36842)",7,11,1,1
123457m,123445m,ツモ4m / 打7m,"(7, 2, 15, 11, 6.75862)","(11, 4, 0, 11, 7.38889)",7,11,1,1
123457m,123455m,ツモ5m / 打7m,"(7, 2, 15, 11, 6.75862)","(11, 4, 0, 11, 6.63158)",7,11,1,1
123457m,234577m,ツモ7m / 打1m,"(7, 2, 15, 11, 6.75862)","(8, 3, 3, 12, 7.05)",7,8,1,0
123457m,234578m,ツモ8m / 打1m,"(7, 2, 15, 11, 6.75862)","(8, 2, 5, 12, 8.08)",7,8,1,1
123457m,234579m,ツモ9m / 打1m,"(7, 2, 15, 11, 6.75862)","(8, 2, 1, 11, 6.32)",7,8,1,0
123458m,112345m,ツモ1m / 打8m,"(7, 2, 8, 11, 6)","(11, 4, 0, 11, 5.78947)",7,11,1,1
123458m,122345m,ツモ2m / 打8m,"(7, 2, 8, 11, 6)","(11, 4, 0, 11, 6.36842)",7,11,1,1
123458m,123445m,ツモ4m / 打8m,"(7, 2, 8, 11, 6)","(11, 4, 0, 11, 7.38889)",7,11,1,1
123458m,123455m,ツモ5m / 打8m,"(7, 2, 8, 11, 6)","(11, 4, 0, 11, 6.63158)",7,11,1,1
123458m,234578m,ツモ7m / 打1m,"(7, 2, 8, 11, 6)","(8, 2, 5, 12, 8.08)",7,8,1,1
123459m,112345m,ツモ1m / 打9m,"(7, 2, 6, 11, 5.69231)","(11, 4, 0, 11, 5.78947)",7,11,1,1
123459m,122345m,ツモ2m / 打9m,"(7, 2, 6, 11, 5.69231)","(11, 4, 0, 11, 6.36842)",7,11,1,1
123459m,123445m,ツモ4m / 打9m,"(7, 2, 6, 11, 5.69231)","(11, 4, 0, 11, 7.38889)",7,11,1,1
123459m,123455m,ツモ5m / 打9m,"(7, 2, 6, 11, 5.69231)","(11, 4, 0, 11, 6.63158)",7,11,1,1
123459m,234579m,ツモ7m / 打1m,"(7, 2, 6, 11, 5.69231)","(8, 2, 1, 11, 6.32)",7,8,1,0
123466m,234667m,ツモ7m / 打1m,"(8, 3, 2, 12, 6.63158)","(12, 4, 0, 12, 7.66667)",8,12,0,1
123467m,123677m,ツモ7m / 打4m,"(8, 2, 4, 12, 7.5)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123467m,234667m,ツモ6m / 打1m,"(8, 2, 4, 12, 7.5)","(12, 4, 0, 12, 7.66667)",8,12,1,1
123467m,234677m,ツモ7m / 打1m,"(8, 2, 4, 12, 7.5)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123469m,112346m,ツモ1m / 打9m,"(4, 1, 10, 8, 5.56522)","(8, 3, 1, 11, 6)",4,8,0,0
123469m,122346m,ツモ2m / 打9m,"(4, 1, 10, 8, 5.56522)","(7, 2, 8, 10, 5.78261)",4,7,0,0
123469m,123346m,ツモ3m / 打9m,"(4, 1, 10, 8, 5.56522)","(7, 2, 10, 11, 6.65217)",4,7,0,1
123469m,123446m,ツモ4m / 打9m,"(4, 1, 10, 8, 5.56522)","(8, 3, 1, 11, 6.73684)",4,8,0,0
123469m,123466m,ツモ6m / 打9m,"(4, 1, 10, 8, 5.56522)","(8, 3, 2, 12, 6.63158)",4,8,0,0
123469m,123467m,ツモ7m / 打9m,"(4, 1, 10, 8, 5.56522)","(8, 2, 4, 12, 7.5)",4,8,0,1
123469m,123468m,ツモ8m / 打9m,"(4, 1, 10, 8, 5.56522)","(8, 2, 0, 8, 5.66667)",4,8,0,0
123477m,123347m,ツモ3m / 打7m,"(4, 2, 12, 12, 6.65217)","(7, 2, 9, 11, 6.20833)",4,7,0,1
123477m,123677m,ツモ6m / 打4m,"(4, 2, 12, 12, 6.65217)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123477m,234577m,ツモ5m / 打1m,"(4, 2, 12, 12, 6.65217)","(8, 3, 3, 12, 7.05)",4,8,0,0
123477m,234677m,ツモ6m / 打1m,"(4, 2, 12, 12, 6.65217)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123477m,234778m,ツモ8m / 打1m,"(4, 2, 12, 12, 6.65217)","(12, 4, 0, 12, 7.69231)",4,12,0,1
123477m,234779m,ツモ9m / 打1m,"(4, 2, 12, 12, 6.65217)","(8, 3, 1, 12, 6.13333)",4,8,0,0
123478m,234778m,ツモ7m / 打1m,"(8, 2, 4, 12, 7.12)","(12, 4, 0, 12, 7.69231)",8,12,1,1
123478m,234788m,ツモ8m / 打1m,"(8, 2, 4, 12, 7.12)","(12, 4, 0, 12, 7.38462)",8,12,1,1
123479m,123347m,ツモ3m / 打9m,"(4, 1, 13, 8, 5.58621)","(7, 2, 9, 11, 6.20833)",4,7,0,1
123479m,123467m,ツモ6m / 打9m,"(4, 1, 13, 8, 5.58621)","(8, 2, 4, 12, 7.5)",4,8,0,1
123479m,234579m,ツモ5m / 打1m,"(4, 1, 13, 8, 5.58621)","(8, 2, 1, 11, 6.32)",4,8,0,0
123479m,234779m,ツモ7m / 打1m,"(4, 1, 13, 8, 5.58621)","(8, 3, 1, 12, 6.13333)",4,8,0,0
123479m,234799m,ツモ9m / 打1m,"(4, 1, 13, 8, 5.58621)","(8, 3, 0, 8, 5.33333)",4,8,0,0
123488m,123348m,ツモ3m / 打8m,"(4, 2, 10, 12, 5.95652)","(7, 2, 7, 11, 5.875)",4,7,0,1
123488m,123458m,ツモ5m / 打8m,"(4, 2, 10, 12, 5.95652)","(7, 2, 8, 11, 6)",4,7,0,1
123488m,234688m,ツモ6m / 打1m,"(4, 2, 10, 12, 5.95652)","(8, 3, 1, 11, 5.9375)",4,8,0,0
123488m,234788m,ツモ7m / 打1m,"(4, 2, 10, 12, 5.95652)","(12, 4, 0, 12, 7.38462)",4,12,0,1
123488m,234889m,ツモ9m / 打1m,"(4, 2, 10, 12, 5.95652)","(8, 3, 0, 8, 5.06667)",4,8,0,0
123489m,123348m,ツモ3m / 打9m,"(4, 1, 9, 8, 5.03448)","(7, 2, 7, 11, 5.875)",4,7,0,1
123489m,123458m,ツモ5m / 打9m,"(4, 1, 9, 8, 5.03448)","(7, 2, 8, 11, 6)",4,7,0,1
123489m,123468m,ツモ6m / 打9m,"(4, 1, 9, 8, 5.03448)","(8, 2, 0, 8, 5.66667)",4,8,0,0
123489m,234889m,ツモ8m / 打1m,"(4, 1, 9, 8, 5.03448)","(8, 3, 0, 8, 5.06667)",4,8,0,0
123489m,234899m,ツモ9m / 打1m,"(4, 1, 9, 8, 5.03448)","(8, 3, 0, 8, 4.8)",4,8,0,0
123499m,123349m,ツモ3m / 打9m,"(4, 2, 6, 8, 4.91304)","(7, 2, 3, 11, 5.31818)",4,7,0,1
123499m,123459m,ツモ5m / 打9m,"(4, 2, 6, 8, 4.91304)","(7, 2, 6, 11, 5.69231)",4,7,0,1
123499m,234799m,ツモ7m / 打1m,"(4, 2, 6, 8, 4.91304)","(8, 3, 0, 8, 5.33333)",4,8,0,0
123499m,234899m,ツモ8m / 打1m,"(4, 2, 6, 8, 4.91304)","(8, 3, 0, 8, 4.8)",4,8,0,0
123557m,123455m,ツモ4m / 打7m,"(8, 3, 1, 11, 6.26667)","(11, 4, 0, 11, 6.63158)",8,11,0,1
123557m,123578m,ツモ8m / 打5m,"(8, 3, 1, 11, 6.26667)","(8, 2, 2, 12, 7.22222)",8,8,0,1
123558m,123355m,ツモ3m / 打8m,"(4, 2, 7, 12, 6.42857)","(8, 3, 1, 12, 5.93333)",4,8,0,0
123558m,123455m,ツモ4m / 打8m,"(4, 2, 7, 12, 6.42857)","(11, 4, 0, 11, 6.63158)",4,11,0,1
123558m,123556m,ツモ6m / 打8m,"(4, 2, 7, 12, 6.42857)","(12, 4, 0, 12, 6.90909)",4,12,0,1
123558m,123578m,ツモ7m / 打5m,"(4, 2, 7, 12, 6.42857)","(8, 2, 2, 12, 7.22222)",4,8,0,1
123559m,123355m,ツモ3m / 打9m,"(4, 2, 7, 12, 6.42857)","(8, 3, 1, 12, 5.93333)",4,8,0,0
123559m,123455m,ツモ4m / 打9m,"(4, 2, 7, 12, 6.42857)","(11, 4, 0, 11, 6.63158)",4,11,0,1
123559m,123556m,ツモ6m / 打9m,"(4, 2, 7, 12, 6.42857)","(12, 4, 0, 12, 6.90909)",4,12,0,1
123559m,123557m,ツモ7m / 打9m,"(4, 2, 7, 12, 6.42857)","(8, 3, 1, 11, 6.26667)",4,8,0,0
123568m,123556m,ツモ5m / 打8m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
123568m,123566m,ツモ6m / 打8m,"(8, 2, 2, 12, 6.5)","(12, 4, 0, 12, 6.90909)",8,12,1,1
123569m,123556m,ツモ5m / 打9m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
123569m,123566m,ツモ6m / 打9m,"(8, 2, 2, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",8,12,1,1
123577m,123778m,ツモ8m / 打5m,"(8, 3, 1, 12, 6.33333)","(12, 4, 0, 12, 7.33333)",8,12,0,1
123578m,123778m,ツモ7m / 打5m,"(8, 2, 2, 12, 7.22222)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123578m,123788m,ツモ8m / 打5m,"(8, 2, 2, 12, 7.22222)","(12, 4, 0, 12, 7)",8,12,1,1
123588m,123458m,ツモ4m / 打8m,"(4, 2, 6, 12, 5.8)","(7, 2, 8, 11, 6)",4,7,0,1
123588m,123568m,ツモ6m / 打8m,"(4, 2, 6, 12, 5.8)","(8, 2, 2, 12, 6.5)",4,8,0,1
123588m,123788m,ツモ7m / 打5m,"(4, 2, 6, 12, 5.8)","(12, 4, 0, 12, 7)",4,12,0,1
123588m,123889m,ツモ9m / 打5m,"(4, 2, 6, 12, 5.8)","(8, 3, 0, 8, 4.85714)",4,8,0,0
123589m,123458m,ツモ4m / 打9m,"(4, 1, 6, 8, 5.15789)","(7, 2, 8, 11, 6)",4,7,0,1
123589m,123568m,ツモ6m / 打9m,"(4, 1, 6, 8, 5.15789)","(8, 2, 2, 12, 6.5)",4,8,0,1
123589m,123889m,ツモ8m / 打5m,"(4, 1, 6, 8, 5.15789)","(8, 3, 0, 8, 4.85714)",4,8,0,0
123589m,123899m,ツモ9m / 打5m,"(4, 1, 6, 8, 5.15789)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123599m,123459m,ツモ4m / 打9m,"(4, 2, 5, 8, 5.26667)","(7, 2, 6, 11, 5.69231)",4,7,0,1
123599m,123569m,ツモ6m / 打9m,"(4, 2, 5, 8, 5.26667)","(8, 2, 2, 12, 6.46154)",4,8,0,1
123599m,123799m,ツモ7m / 打5m,"(4, 2, 5, 8, 5.26667)","(8, 3, 0, 8, 5.14286)",4,8,0,0
123599m,123899m,ツモ8m / 打5m,"(4, 2, 5, 8, 5.26667)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123668m,123566m,ツモ5m / 打8m,"(8, 3, 1, 12, 6)","(12, 4, 0, 12, 6.90909)",8,12,0,1
123669m,123466m,ツモ4m / 打9m,"(4, 2, 6, 12, 6.46154)","(8, 3, 2, 12, 6.63158)",4,8,0,0
123669m,123566m,ツモ5m / 打9m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 6.90909)",4,12,0,1
123669m,123667m,ツモ7m / 打9m,"(4, 2, 6, 12, 6.46154)","(12, 4, 0, 12, 7.33333)",4,12,0,1
123669m,123668m,ツモ8m / 打9m,"(4, 2, 6, 12, 6.46154)","(8, 3, 1, 12, 6)",4,8,0,0
123679m,123667m,ツモ6m / 打9m,"(8, 2, 2, 12, 6.75)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123679m,123677m,ツモ7m / 打9m,"(8, 2, 2, 12, 6.75)","(12, 4, 0, 12, 7.33333)",8,12,1,1
123688m,123568m,ツモ5m / 打8m,"(8, 3, 0, 8, 5.42857)","(8, 2, 2, 12, 6.5)",8,8,0,1
123689m,123468m,ツモ4m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 2, 0, 8, 5.66667)",4,8,0,0
123689m,123568m,ツモ5m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 2, 2, 12, 6.5)",4,8,0,1
123689m,123668m,ツモ6m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 3, 1, 12, 6)",4,8,0,0
123689m,123688m,ツモ8m / 打9m,"(4, 1, 7, 8, 5.47368)","(8, 3, 0, 8, 5.42857)",4,8,0,0
123689m,123899m,ツモ9m / 打6m,"(4, 1, 7, 8, 5.47368)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123699m,123569m,ツモ5m / 打9m,"(4, 2, 4, 8, 5.23077)","(8, 2, 2, 12, 6.46154)",4,8,0,1
123699m,123679m,ツモ7m / 打9m,"(4, 2, 4, 8, 5.23077)","(8, 2, 2, 12, 6.75)",4,8,0,1
123699m,123899m,ツモ8m / 打6m,"(4, 2, 4, 8, 5.23077)","(8, 3, 0, 8, 4.57143)",4,8,0,0
123779m,123677m,ツモ6m / 打9m,"(8, 3, 1, 12, 6)","(12, 4, 0, 12, 7.33333)",8,12,0,1
123799m,123679m,ツモ6m / 打9m,"(8, 3, 0, 8, 5.14286)","(8, 2, 2, 12, 6.75)",8,8,0,1
124444m,112444m,ツモ1m / 打4m,"(4, 1, 6, 8, 5.5)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124444m,144445m,ツモ5m / 打2m,"(4, 1, 6, 8, 5.5)","(8, 2, 1, 12, 6.18182)",4,8,0,1
124444m,224444m,ツモ2m / 打1m,"(4, 1, 6, 8, 5.5)","(8, 3, 0, 8, 5)",4,8,0,0
124444m,244446m,ツモ6m / 打1m,"(4, 1, 6, 8, 5.5)","(8, 2, 0, 8, 5.33333)",4,8,0,0
124445m,112444m,ツモ1m / 打5m,"(4, 1, 6, 11, 5.44444)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124445m,122444m,ツモ2m / 打5m,"(4, 1, 6, 11, 5.44444)","(8, 3, 0, 8, 4.61538)",4,8,0,0
124445m,144445m,ツモ4m / 打2m,"(4, 1, 6, 11, 5.44444)","(8, 2, 1, 12, 6.18182)",4,8,0,1
124445m,244456m,ツモ6m / 打1m,"(4, 1, 6, 11, 5.44444)","(11, 4, 2, 16, 6.16667)",4,11,0,1
124446m,112444m,ツモ1m / 打6m,"(4, 1, 7, 11, 5.5)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124446m,122444m,ツモ2m / 打6m,"(4, 1, 7, 11, 5.5)","(8, 3, 0, 8, 4.61538)",4,8,0,0
124446m,244446m,ツモ4m / 打1m,"(4, 1, 7, 11, 5.5)","(8, 2, 0, 8, 5.33333)",4,8,0,0
124446m,244456m,ツモ5m / 打1m,"(4, 1, 7, 11, 5.5)","(11, 4, 2, 16, 6.16667)",4,11,0,1
124446m,244467m,ツモ7m / 打1m,"(4, 1, 7, 11, 5.5)","(8, 2, 3, 12, 6.77778)",4,8,0,1
124447m,112444m,ツモ1m / 打7m,"(4, 1, 6, 8, 5.2)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124447m,122444m,ツモ2m / 打7m,"(4, 1, 6, 8, 5.2)","(8, 3, 0, 8, 4.61538)",4,8,0,0
124447m,244467m,ツモ6m / 打1m,"(4, 1, 6, 8, 5.2)","(8, 2, 3, 12, 6.77778)",4,8,0,1
124447m,244478m,ツモ8m / 打1m,"(4, 1, 6, 8, 5.2)","(8, 2, 2, 12, 6.33333)",4,8,0,1
124448m,112444m,ツモ1m / 打8m,"(4, 1, 4, 8, 4.88889)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124448m,122444m,ツモ2m / 打8m,"(4, 1, 4, 8, 4.88889)","(8, 3, 0, 8, 4.61538)",4,8,0,0
124448m,244478m,ツモ7m / 打1m,"(4, 1, 4, 8, 4.88889)","(8, 2, 2, 12, 6.33333)",4,8,0,1
124449m,112444m,ツモ1m / 打9m,"(4, 1, 2, 8, 4.5)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124449m,122444m,ツモ2m / 打9m,"(4, 1, 2, 8, 4.5)","(8, 3, 0, 8, 4.61538)",4,8,0,0
124456m,112456m,ツモ1m / 打4m,"(4, 1, 9, 11, 5.61905)","(8, 3, 0, 8, 4.57143)",4,8,0,0
124456m,224456m,ツモ2m / 打1m,"(4, 1, 9, 11, 5.61905)","(8, 3, 1, 11, 5.66667)",4,8,0,0
124456m,244456m,ツモ4m / 打1m,"(4, 1, 9, 11, 5.61905)","(11, 4, 2, 16, 6.16667)",4,11,0,1
124456m,244556m,ツモ5m / 打1m,"(4, 1, 9, 11, 5.61905)","(7, 2, 7, 16, 7.38889)",4,7,0,1
124456m,244566m,ツモ6m / 打1m,"(4, 1, 9, 11, 5.61905)","(7, 2, 8, 12, 6.78947)",4,7,0,0
124456m,244567m,ツモ7m / 打1m,"(4, 1, 9, 11, 5.61905)","(8, 3, 5, 15, 7.7)",4,8,0,0
124555m,112555m,ツモ1m / 打4m,"(4, 1, 7, 8, 5.36842)","(8, 3, 0, 8, 4.30769)",4,8,0,0
124555m,224555m,ツモ2m / 打1m,"(4, 1, 7, 8, 5.36842)","(8, 3, 0, 8, 5.07143)",4,8,0,0
124555m,244555m,ツモ4m / 打1m,"(4, 1, 7, 8, 5.36842)","(8, 3, 2, 12, 6.14286)",4,8,0,0
124555m,245555m,ツモ5m / 打1m,"(4, 1, 7, 8, 5.36842)","(8, 2, 1, 12, 6.28571)",4,8,0,1
124555m,245556m,ツモ6m / 打1m,"(4, 1, 7, 8, 5.36842)","(7, 3, 5, 14, 6.13636)",4,7,0,0
124556m,112456m,ツモ1m / 打5m,"(4, 1, 9, 8, 5.4)","(8, 3, 0, 8, 4.57143)",4,8,0,0
124556m,122456m,ツモ2m / 打5m,"(4, 1, 9, 8, 5.4)","(8, 3, 0, 8, 5.14286)",4,8,0,0
124556m,244556m,ツモ4m / 打1m,"(4, 1, 9, 8, 5.4)","(7, 2, 7, 16, 7.38889)",4,7,0,1
124556m,245556m,ツモ5m / 打1m,"(4, 1, 9, 8, 5.4)","(7, 3, 5, 14, 6.13636)",4,7,0,0
